Date,First Trust Hong Kong AlphaDEXEtf_Open_average,First Trust Hong Kong AlphaDEXEtf_Open_max,First Trust Hong Kong AlphaDEXEtf_Open_min,First Trust Hong Kong AlphaDEXEtf_Open_volatility,First Trust Hong Kong AlphaDEXEtf_Open_change,First Trust Hong Kong AlphaDEXEtf_High_average,First Trust Hong Kong AlphaDEXEtf_High_max,First Trust Hong Kong AlphaDEXEtf_High_min,First Trust Hong Kong AlphaDEXEtf_High_volatility,First Trust Hong Kong AlphaDEXEtf_High_change,First Trust Hong Kong AlphaDEXEtf_Low_average,First Trust Hong Kong AlphaDEXEtf_Low_max,First Trust Hong Kong AlphaDEXEtf_Low_min,First Trust Hong Kong AlphaDEXEtf_Low_volatility,First Trust Hong Kong AlphaDEXEtf_Low_change,First Trust Hong Kong AlphaDEXEtf_Close_average,First Trust Hong Kong AlphaDEXEtf_Close_max,First Trust Hong Kong AlphaDEXEtf_Close_min,First Trust Hong Kong AlphaDEXEtf_Close_volatility,First Trust Hong Kong AlphaDEXEtf_Close_change
2016-01-03,31.25,31.25,31.25,0.0,0.0,31.25,31.25,31.25,0.0,0.0,30.54,30.54,30.54,0.0,0.0,30.54,30.54,30.54,0.0,0.0
2016-01-10,29.49,29.49,29.49,0.0,0.0,29.49,29.49,29.49,0.0,0.0,28.84,28.84,28.84,0.0,0.0,29.34,29.34,29.34,0.0,0.0
2016-01-17,29.04,29.04,29.04,0.0,0.0,29.04,29.04,29.04,0.0,0.0,28.66,28.66,28.66,0.0,0.0,28.78,28.78,28.78,0.0,0.0
2016-01-24,28.78,28.78,28.78,0.0,0.0,28.97,28.97,28.97,0.0,0.0,28.6,28.6,28.6,0.0,0.0,28.81,28.81,28.81,0.0,0.0
2016-01-31,28.25,28.25,28.25,0.0,0.0,28.27,28.27,28.27,0.0,0.0,27.85,27.85,27.85,0.0,0.0,27.91,27.91,27.91,0.0,0.0
2016-02-07,27.55,27.55,27.55,0.0,0.0,27.94,27.94,27.94,0.0,0.0,27.53,27.53,27.53,0.0,0.0,27.94,27.94,27.94,0.0,0.0
2016-02-14,28.98,28.98,28.98,0.0,0.0,29.16,29.16,29.16,0.0,0.0,28.93,28.93,28.93,0.0,0.0,29.16,29.16,29.16,0.0,0.0
2016-02-21,29.39,29.39,29.39,0.0,0.0,29.46,29.46,29.46,0.0,0.0,29.23,29.23,29.23,0.0,0.0,29.3,29.3,29.3,0.0,0.0
2016-02-28,31.2,31.2,31.2,0.0,0.0,31.71,31.71,31.71,0.0,0.0,31.2,31.2,31.2,0.0,0.0,31.71,31.71,31.71,0.0,0.0
2016-03-06,31.16,31.16,31.16,0.0,0.0,31.4,31.4,31.4,0.0,0.0,31.16,31.16,31.16,0.0,0.0,31.37,31.37,31.37,0.0,0.0
2016-03-13,32.35,32.35,32.35,0.0,0.0,32.35,32.35,32.35,0.0,0.0,32.23,32.23,32.23,0.0,0.0,32.3,32.3,32.3,0.0,0.0
2016-03-20,30.79,30.79,30.79,0.0,0.0,30.79,30.79,30.79,0.0,0.0,30.79,30.79,30.79,0.0,0.0,30.79,30.79,30.79,0.0,0.0
2016-03-27,30.87,30.87,30.87,0.0,0.0,30.87,30.87,30.87,0.0,0.0,30.84,30.84,30.84,0.0,0.0,30.84,30.84,30.84,0.0,0.0
2016-04-03,31.05,31.05,31.05,0.0,0.0,31.05,31.05,31.05,0.0,0.0,31.05,31.05,31.05,0.0,0.0,31.05,31.05,31.05,0.0,0.0
2016-04-10,32.15,32.15,32.15,0.0,0.0,32.15,32.15,32.15,0.0,0.0,31.94,31.94,31.94,0.0,0.0,31.94,31.94,31.94,0.0,0.0
2016-04-17,32.09,32.09,32.09,0.0,0.0,32.09,32.09,32.09,0.0,0.0,32.04,32.04,32.04,0.0,0.0,32.08,32.08,32.08,0.0,0.0
2016-04-24,31.75,31.75,31.75,0.0,0.0,31.75,31.75,31.75,0.0,0.0,31.36,31.36,31.36,0.0,0.0,31.37,31.37,31.37,0.0,0.0
2016-05-01,30.7,30.7,30.7,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.72,30.72,30.72,0.0,0.0
2016-05-08,30.37,30.37,30.37,0.0,0.0,30.37,30.37,30.37,0.0,0.0,29.99,29.99,29.99,0.0,0.0,29.99,29.99,29.99,0.0,0.0
2016-05-15,30.17,30.17,30.17,0.0,0.0,30.17,30.17,30.17,0.0,0.0,30.1,30.1,30.1,0.0,0.0,30.1,30.1,30.1,0.0,0.0
2016-05-22,30.54,30.54,30.54,0.0,0.0,30.54,30.54,30.54,0.0,0.0,30.54,30.54,30.54,0.0,0.0,30.54,30.54,30.54,0.0,0.0
2016-05-29,31.3,31.3,31.3,0.0,0.0,31.52,31.52,31.52,0.0,0.0,31.3,31.3,31.3,0.0,0.0,31.52,31.52,31.52,0.0,0.0
2016-06-05,31.35,31.35,31.35,0.0,0.0,31.44,31.44,31.44,0.0,0.0,31.35,31.35,31.35,0.0,0.0,31.44,31.44,31.44,0.0,0.0
2016-06-12,30.75,30.75,30.75,0.0,0.0,30.8,30.8,30.8,0.0,0.0,30.75,30.75,30.75,0.0,0.0,30.8,30.8,30.8,0.0,0.0
2016-06-19,30.56,30.56,30.56,0.0,0.0,30.6,30.6,30.6,0.0,0.0,30.56,30.56,30.56,0.0,0.0,30.6,30.6,30.6,0.0,0.0
2016-06-26,32.64,32.64,32.64,0.0,0.0,32.64,32.64,32.64,0.0,0.0,32.21,32.21,32.21,0.0,0.0,32.21,32.21,32.21,0.0,0.0
2016-07-03,32.41,32.41,32.41,0.0,0.0,32.44,32.44,32.44,0.0,0.0,32.4,32.4,32.4,0.0,0.0,32.43,32.43,32.43,0.0,0.0
2016-07-10,33.28,33.28,33.28,0.0,0.0,33.34,33.34,33.34,0.0,0.0,33.28,33.28,33.28,0.0,0.0,33.29,33.29,33.29,0.0,0.0
2016-07-17,34.1,34.1,34.1,0.0,0.0,34.36,34.36,34.36,0.0,0.0,34.08,34.08,34.08,0.0,0.0,34.08,34.08,34.08,0.0,0.0
2016-07-24,34.14,34.14,34.14,0.0,0.0,34.18,34.18,34.18,0.0,0.0,33.99,33.99,33.99,0.0,0.0,34.18,34.18,34.18,0.0,0.0
2016-07-31,34.04,34.04,34.04,0.0,0.0,34.04,34.04,34.04,0.0,0.0,34.04,34.04,34.04,0.0,0.0,34.04,34.04,34.04,0.0,0.0
2016-08-07,35.0,35.0,35.0,0.0,0.0,35.0,35.0,35.0,0.0,0.0,35.0,35.0,35.0,0.0,0.0,35.0,35.0,35.0,0.0,0.0
2016-08-14,34.69,34.69,34.69,0.0,0.0,34.72,34.72,34.72,0.0,0.0,34.69,34.69,34.69,0.0,0.0,34.72,34.72,34.72,0.0,0.0
2016-08-21,35.27,35.27,35.27,0.0,0.0,35.27,35.27,35.27,0.0,0.0,34.7,34.7,34.7,0.0,0.0,34.7,34.7,34.7,0.0,0.0
2016-08-28,34.94,34.94,34.94,0.0,0.0,34.94,34.94,34.94,0.0,0.0,34.94,34.94,34.94,0.0,0.0,34.94,34.94,34.94,0.0,0.0
2016-09-04,36.26,36.26,36.26,0.0,0.0,36.44,36.44,36.44,0.0,0.0,35.81,35.81,35.81,0.0,0.0,35.81,35.81,35.81,0.0,0.0
2016-09-11,35.92,35.92,35.92,0.0,0.0,35.92,35.92,35.92,0.0,0.0,35.62,35.62,35.62,0.0,0.0,35.62,35.62,35.62,0.0,0.0
2016-09-18,36.47,36.47,36.47,0.0,0.0,36.47,36.47,36.47,0.0,0.0,36.47,36.47,36.47,0.0,0.0,36.47,36.47,36.47,0.0,0.0
2016-09-25,36.01,36.01,36.01,0.0,0.0,36.04,36.04,36.04,0.0,0.0,36.01,36.01,36.01,0.0,0.0,36.04,36.04,36.04,0.0,0.0
2016-10-02,35.74,35.74,35.74,0.0,0.0,35.74,35.74,35.74,0.0,0.0,35.74,35.74,35.74,0.0,0.0,35.74,35.74,35.74,0.0,0.0
2016-10-09,35.21,35.21,35.21,0.0,0.0,35.21,35.21,35.21,0.0,0.0,34.97,34.97,34.97,0.0,0.0,34.97,34.97,34.97,0.0,0.0
2016-10-16,35.04,35.04,35.04,0.0,0.0,35.04,35.04,35.04,0.0,0.0,34.91,34.91,34.91,0.0,0.0,34.91,34.91,34.91,0.0,0.0
2016-10-23,34.72,34.72,34.72,0.0,0.0,34.72,34.72,34.72,0.0,0.0,34.46,34.46,34.46,0.0,0.0,34.46,34.46,34.46,0.0,0.0
2016-10-30,34.0,34.0,34.0,0.0,0.0,34.09,34.09,34.09,0.0,0.0,33.99,33.99,33.99,0.0,0.0,34.06,34.06,34.06,0.0,0.0
2016-11-06,33.35,33.35,33.35,0.0,0.0,33.42,33.42,33.42,0.0,0.0,33.29,33.29,33.29,0.0,0.0,33.31,33.31,33.31,0.0,0.0
2016-11-13,33.25,33.25,33.25,0.0,0.0,33.25,33.25,33.25,0.0,0.0,33.24,33.24,33.24,0.0,0.0,33.25,33.25,33.25,0.0,0.0
2016-11-20,33.46,33.46,33.46,0.0,0.0,33.5,33.5,33.5,0.0,0.0,33.41,33.41,33.41,0.0,0.0,33.5,33.5,33.5,0.0,0.0
2016-11-27,33.36,33.36,33.36,0.0,0.0,33.36,33.36,33.36,0.0,0.0,33.19,33.19,33.19,0.0,0.0,33.24,33.24,33.24,0.0,0.0
2016-12-04,33.65,33.65,33.65,0.0,0.0,33.65,33.65,33.65,0.0,0.0,33.44,33.44,33.44,0.0,0.0,33.51,33.51,33.51,0.0,0.0
2016-12-11,32.65,32.65,32.65,0.0,0.0,32.67,32.67,32.67,0.0,0.0,32.53,32.53,32.53,0.0,0.0,32.53,32.53,32.53,0.0,0.0
2016-12-18,32.02,32.02,32.02,0.0,0.0,32.08,32.08,32.08,0.0,0.0,32.0,32.0,32.0,0.0,0.0,32.02,32.02,32.02,0.0,0.0
2016-12-25,32.3,32.3,32.3,0.0,0.0,32.43,32.43,32.43,0.0,0.0,32.24,32.24,32.24,0.0,0.0,32.24,32.24,32.24,0.0,0.0
2017-01-01,33.26,33.26,33.26,0.0,0.0,33.26,33.26,33.26,0.0,0.0,33.08,33.08,33.08,0.0,0.0,33.11,33.11,33.11,0.0,0.0
2017-01-08,33.65,33.65,33.65,0.0,0.0,33.69,33.69,33.69,0.0,0.0,33.65,33.65,33.65,0.0,0.0,33.68,33.68,33.68,0.0,0.0
2017-01-15,33.56,33.56,33.56,0.0,0.0,33.56,33.56,33.56,0.0,0.0,33.43,33.43,33.43,0.0,0.0,33.49,33.49,33.49,0.0,0.0
2017-01-22,34.41,34.41,34.41,0.0,0.0,34.41,34.41,34.41,0.0,0.0,34.26,34.26,34.26,0.0,0.0,34.26,34.26,34.26,0.0,0.0
2017-01-29,34.3,34.3,34.3,0.0,0.0,34.42,34.42,34.42,0.0,0.0,34.3,34.3,34.3,0.0,0.0,34.42,34.42,34.42,0.0,0.0
2017-02-05,34.63,34.63,34.63,0.0,0.0,34.84,34.84,34.84,0.0,0.0,34.63,34.63,34.63,0.0,0.0,34.84,34.84,34.84,0.0,0.0
2017-02-12,34.92,34.92,34.92,0.0,0.0,34.94,34.94,34.94,0.0,0.0,34.92,34.92,34.92,0.0,0.0,34.94,34.94,34.94,0.0,0.0
2017-02-19,35.1,35.1,35.1,0.0,0.0,35.1,35.1,35.1,0.0,0.0,35.06,35.06,35.06,0.0,0.0,35.06,35.06,35.06,0.0,0.0
2017-02-26,35.2,35.2,35.2,0.0,0.0,35.2,35.2,35.2,0.0,0.0,35.17,35.17,35.17,0.0,0.0,35.17,35.17,35.17,0.0,0.0
2017-03-05,35.11,35.11,35.11,0.0,0.0,35.22,35.22,35.22,0.0,0.0,35.08,35.08,35.08,0.0,0.0,35.22,35.22,35.22,0.0,0.0
2017-03-12,35.97,35.97,35.97,0.0,0.0,35.97,35.97,35.97,0.0,0.0,35.83,35.83,35.83,0.0,0.0,35.9,35.9,35.9,0.0,0.0
2017-03-19,36.33,36.33,36.33,0.0,0.0,36.33,36.33,36.33,0.0,0.0,36.23,36.23,36.23,0.0,0.0,36.23,36.23,36.23,0.0,0.0
2017-03-26,36.36,36.36,36.36,0.0,0.0,36.38,36.38,36.38,0.0,0.0,36.31,36.31,36.31,0.0,0.0,36.31,36.31,36.31,0.0,0.0
2017-04-02,37.28,37.28,37.28,0.0,0.0,37.3,37.3,37.3,0.0,0.0,37.26,37.26,37.26,0.0,0.0,37.3,37.3,37.3,0.0,0.0
2017-04-09,37.46,37.46,37.46,0.0,0.0,37.46,37.46,37.46,0.0,0.0,37.3,37.3,37.3,0.0,0.0,37.32,37.32,37.32,0.0,0.0
2017-04-16,36.72,36.72,36.72,0.0,0.0,36.77,36.77,36.77,0.0,0.0,36.72,36.72,36.72,0.0,0.0,36.77,36.77,36.77,0.0,0.0
2017-04-23,37.13,37.13,37.13,0.0,0.0,37.35,37.35,37.35,0.0,0.0,37.13,37.13,37.13,0.0,0.0,37.22,37.22,37.22,0.0,0.0
2017-04-30,36.65,36.65,36.65,0.0,0.0,36.65,36.65,36.65,0.0,0.0,36.59,36.59,36.59,0.0,0.0,36.64,36.64,36.64,0.0,0.0
2017-05-07,37.06,37.06,37.06,0.0,0.0,37.06,37.06,37.06,0.0,0.0,36.99,36.99,36.99,0.0,0.0,36.99,36.99,36.99,0.0,0.0
2017-05-14,37.14,37.14,37.14,0.0,0.0,37.29,37.29,37.29,0.0,0.0,37.14,37.14,37.14,0.0,0.0,37.2,37.2,37.2,0.0,0.0
2017-05-21,37.92,37.92,37.92,0.0,0.0,37.93,37.93,37.93,0.0,0.0,37.83,37.83,37.83,0.0,0.0,37.93,37.93,37.93,0.0,0.0
2017-05-28,38.86,38.86,38.86,0.0,0.0,38.89,38.89,38.89,0.0,0.0,38.86,38.86,38.86,0.0,0.0,38.89,38.89,38.89,0.0,0.0
2017-06-04,39.37,39.37,39.37,0.0,0.0,39.45,39.45,39.45,0.0,0.0,39.37,39.37,39.37,0.0,0.0,39.45,39.45,39.45,0.0,0.0
2017-06-11,38.53,38.53,38.53,0.0,0.0,38.57,38.57,38.57,0.0,0.0,38.53,38.53,38.53,0.0,0.0,38.57,38.57,38.57,0.0,0.0
2017-06-18,38.09,38.09,38.09,0.0,0.0,38.2,38.2,38.2,0.0,0.0,38.06,38.06,38.06,0.0,0.0,38.2,38.2,38.2,0.0,0.0
2017-06-25,38.16,38.16,38.16,0.0,0.0,38.16,38.16,38.16,0.0,0.0,37.91,37.91,37.91,0.0,0.0,37.91,37.91,37.91,0.0,0.0
2017-07-02,38.22,38.22,38.22,0.0,0.0,38.29,38.29,38.29,0.0,0.0,38.22,38.22,38.22,0.0,0.0,38.26,38.26,38.26,0.0,0.0
2017-07-09,38.97,38.97,38.97,0.0,0.0,39.0,39.0,39.0,0.0,0.0,38.95,38.95,38.95,0.0,0.0,39.0,39.0,39.0,0.0,0.0
2017-07-16,39.03,39.03,39.03,0.0,0.0,39.03,39.03,39.03,0.0,0.0,39.03,39.03,39.03,0.0,0.0,39.03,39.03,39.03,0.0,0.0
2017-07-23,38.92,38.92,38.92,0.0,0.0,39.02,39.02,39.02,0.0,0.0,38.92,38.92,38.92,0.0,0.0,39.02,39.02,39.02,0.0,0.0
2017-07-30,39.12,39.12,39.12,0.0,0.0,39.13,39.13,39.13,0.0,0.0,39.12,39.12,39.12,0.0,0.0,39.12,39.12,39.12,0.0,0.0
2017-08-06,38.71,38.71,38.71,0.0,0.0,38.74,38.74,38.74,0.0,0.0,38.71,38.71,38.71,0.0,0.0,38.74,38.74,38.74,0.0,0.0
2017-08-13,39.22,39.22,39.22,0.0,0.0,39.22,39.22,39.22,0.0,0.0,39.08,39.08,39.08,0.0,0.0,39.08,39.08,39.08,0.0,0.0
2017-08-20,40.04,40.04,40.04,0.0,0.0,40.07,40.07,40.07,0.0,0.0,40.04,40.04,40.04,0.0,0.0,40.07,40.07,40.07,0.0,0.0
2017-08-27,41.28,41.28,41.28,0.0,0.0,41.48,41.48,41.48,0.0,0.0,41.28,41.28,41.28,0.0,0.0,41.39,41.39,41.39,0.0,0.0
2017-09-03,42.22,42.22,42.22,0.0,0.0,42.22,42.22,42.22,0.0,0.0,42.16,42.16,42.16,0.0,0.0,42.17,42.17,42.17,0.0,0.0
2017-09-10,42.65,42.65,42.65,0.0,0.0,42.8,42.8,42.8,0.0,0.0,42.56,42.56,42.56,0.0,0.0,42.73,42.73,42.73,0.0,0.0
2017-09-17,42.72,42.72,42.72,0.0,0.0,42.8,42.8,42.8,0.0,0.0,42.72,42.72,42.72,0.0,0.0,42.8,42.8,42.8,0.0,0.0
2017-09-24,42.24,42.24,42.24,0.0,0.0,42.45,42.45,42.45,0.0,0.0,42.24,42.24,42.24,0.0,0.0,42.45,42.45,42.45,0.0,0.0
2017-10-01,43.42,43.42,43.42,0.0,0.0,43.42,43.42,43.42,0.0,0.0,43.42,43.42,43.42,0.0,0.0,43.42,43.42,43.42,0.0,0.0
2017-10-08,43.2,43.2,43.2,0.0,0.0,43.36,43.36,43.36,0.0,0.0,43.2,43.2,43.2,0.0,0.0,43.36,43.36,43.36,0.0,0.0
2017-10-15,43.13,43.13,43.13,0.0,0.0,43.15,43.15,43.15,0.0,0.0,43.08,43.08,43.08,0.0,0.0,43.15,43.15,43.15,0.0,0.0
2017-10-22,42.52,42.52,42.52,0.0,0.0,42.52,42.52,42.52,0.0,0.0,42.45,42.45,42.45,0.0,0.0,42.49,42.49,42.49,0.0,0.0
2017-10-29,43.33,43.33,43.33,0.0,0.0,43.33,43.33,43.33,0.0,0.0,43.32,43.32,43.32,0.0,0.0,43.32,43.32,43.32,0.0,0.0
2017-11-05,43.56,43.56,43.56,0.0,0.0,43.56,43.56,43.56,0.0,0.0,43.56,43.56,43.56,0.0,0.0,43.56,43.56,43.56,0.0,0.0
2017-11-12,42.66,42.66,42.66,0.0,0.0,42.67,42.67,42.67,0.0,0.0,42.59,42.59,42.59,0.0,0.0,42.59,42.59,42.59,0.0,0.0
2017-11-19,43.57,43.57,43.57,0.0,0.0,43.57,43.57,43.57,0.0,0.0,43.27,43.27,43.27,0.0,0.0,43.27,43.27,43.27,0.0,0.0
2017-11-26,43.21,43.21,43.21,0.0,0.0,43.21,43.21,43.21,0.0,0.0,43.08,43.08,43.08,0.0,0.0,43.19,43.19,43.19,0.0,0.0
2017-12-03,42.56,42.56,42.56,0.0,0.0,42.57,42.57,42.57,0.0,0.0,42.56,42.56,42.56,0.0,0.0,42.57,42.57,42.57,0.0,0.0
2017-12-10,42.84,42.84,42.84,0.0,0.0,43.07,43.07,43.07,0.0,0.0,42.84,42.84,42.84,0.0,0.0,43.07,43.07,43.07,0.0,0.0
2017-12-17,41.77,41.77,41.77,0.0,0.0,41.77,41.77,41.77,0.0,0.0,41.77,41.77,41.77,0.0,0.0,41.77,41.77,41.77,0.0,0.0
2017-12-24,42.48,42.48,42.48,0.0,0.0,42.48,42.48,42.48,0.0,0.0,42.42,42.42,42.42,0.0,0.0,42.43,42.43,42.43,0.0,0.0
2017-12-31,43.71,43.71,43.71,0.0,0.0,43.73,43.73,43.73,0.0,0.0,43.71,43.71,43.71,0.0,0.0,43.73,43.73,43.73,0.0,0.0
