Date,Vanguard Growth_etf_Open_average,Vanguard Growth_etf_Open_max,Vanguard Growth_etf_Open_min,Vanguard Growth_etf_Open_volatility,Vanguard Growth_etf_Open_change,Vanguard Growth_etf_High_average,Vanguard Growth_etf_High_max,Vanguard Growth_etf_High_min,Vanguard Growth_etf_High_volatility,Vanguard Growth_etf_High_change,Vanguard Growth_etf_Low_average,Vanguard Growth_etf_Low_max,Vanguard Growth_etf_Low_min,Vanguard Growth_etf_Low_volatility,Vanguard Growth_etf_Low_change,Vanguard Growth_etf_Close_average,Vanguard Growth_etf_Close_max,Vanguard Growth_etf_Close_min,Vanguard Growth_etf_Close_volatility,Vanguard Growth_etf_Close_change
2016-01-03,101.59,101.59,101.59,0.0,0.0,101.81,101.81,101.81,0.0,0.0,99.67,99.67,99.67,0.0,0.0,99.84,99.84,99.84,0.0,0.0
2016-01-10,96.86,96.86,96.86,0.0,0.0,97.83,97.83,97.83,0.0,0.0,96.09,96.09,96.09,0.0,0.0,97.33,97.33,97.33,0.0,0.0
2016-01-17,98.68,98.68,98.68,0.0,0.0,99.51,99.51,99.51,0.0,0.0,98.52,98.52,98.52,0.0,0.0,99.41,99.41,99.41,0.0,0.0
2016-01-24,98.0,98.0,98.0,0.0,0.0,100.02,100.02,100.02,0.0,0.0,97.92,97.92,97.92,0.0,0.0,100.0,100.0,100.0,0.0,0.0
2016-01-31,98.33,98.33,98.33,0.0,0.0,98.33,98.33,98.33,0.0,0.0,95.51,95.51,95.51,0.0,0.0,95.85,95.85,95.85,0.0,0.0
2016-02-07,94.61,94.61,94.61,0.0,0.0,95.23,95.23,95.23,0.0,0.0,93.89,93.89,93.89,0.0,0.0,95.19,95.19,95.19,0.0,0.0
2016-02-14,97.71,97.71,97.71,0.0,0.0,98.48,98.48,98.48,0.0,0.0,97.34,97.34,97.34,0.0,0.0,98.43,98.43,98.43,0.0,0.0
2016-02-21,101.06,101.06,101.06,0.0,0.0,101.1,101.1,101.1,0.0,0.0,100.29,100.29,100.29,0.0,0.0,100.43,100.43,100.43,0.0,0.0
2016-02-28,102.85,102.85,102.85,0.0,0.0,103.44,103.44,103.44,0.0,0.0,102.28,102.28,102.28,0.0,0.0,102.86,102.86,102.86,0.0,0.0
2016-03-06,102.93,102.93,102.93,0.0,0.0,103.9,103.9,103.9,0.0,0.0,102.88,102.88,102.88,0.0,0.0,103.85,103.85,103.85,0.0,0.0
2016-03-13,105.37,105.37,105.37,0.0,0.0,105.6,105.6,105.6,0.0,0.0,105.0,105.0,105.0,0.0,0.0,105.43,105.43,105.43,0.0,0.0
2016-03-20,104.23,104.23,104.23,0.0,0.0,104.72,104.72,104.72,0.0,0.0,104.0,104.0,104.0,0.0,0.0,104.72,104.72,104.72,0.0,0.0
2016-03-27,105.86,105.86,105.86,0.0,0.0,107.44,107.44,107.44,0.0,0.0,105.67,105.67,105.67,0.0,0.0,107.33,107.33,107.33,0.0,0.0
2016-04-03,106.89,106.89,106.89,0.0,0.0,107.04,107.04,107.04,0.0,0.0,105.98,105.98,105.98,0.0,0.0,106.32,106.32,106.32,0.0,0.0
2016-04-10,107.75,107.75,107.75,0.0,0.0,107.81,107.81,107.81,0.0,0.0,107.4,107.4,107.4,0.0,0.0,107.6,107.6,107.6,0.0,0.0
2016-04-17,107.42,107.42,107.42,0.0,0.0,107.75,107.75,107.75,0.0,0.0,106.85,106.85,106.85,0.0,0.0,107.51,107.51,107.51,0.0,0.0
2016-04-24,105.92,105.92,105.92,0.0,0.0,106.13,106.13,106.13,0.0,0.0,104.93,104.93,104.93,0.0,0.0,105.61,105.61,105.61,0.0,0.0
2016-05-01,104.89,104.89,104.89,0.0,0.0,105.69,105.69,105.69,0.0,0.0,104.67,104.67,104.67,0.0,0.0,105.66,105.66,105.66,0.0,0.0
2016-05-08,105.91,105.91,105.91,0.0,0.0,106.26,106.26,106.26,0.0,0.0,105.15,105.15,105.15,0.0,0.0,105.34,105.34,105.34,0.0,0.0
2016-05-15,105.18,105.18,105.18,0.0,0.0,105.93,105.93,105.93,0.0,0.0,105.18,105.18,105.18,0.0,0.0,105.66,105.66,105.66,0.0,0.0
2016-05-22,107.84,107.84,107.84,0.0,0.0,108.29,108.29,108.29,0.0,0.0,107.84,107.84,107.84,0.0,0.0,108.28,108.28,108.28,0.0,0.0
2016-05-29,108.53,108.53,108.53,0.0,0.0,108.65,108.65,108.65,0.0,0.0,107.7,107.7,107.7,0.0,0.0,108.45,108.45,108.45,0.0,0.0
2016-06-05,108.2,108.2,108.2,0.0,0.0,108.25,108.25,108.25,0.0,0.0,107.57,107.57,107.57,0.0,0.0,107.88,107.88,107.88,0.0,0.0
2016-06-12,106.91,106.91,106.91,0.0,0.0,106.91,106.91,106.91,0.0,0.0,105.81,105.81,105.81,0.0,0.0,106.19,106.19,106.19,0.0,0.0
2016-06-19,104.47,104.47,104.47,0.0,0.0,106.08,106.08,106.08,0.0,0.0,103.98,103.98,103.98,0.0,0.0,104.26,104.26,104.26,0.0,0.0
2016-06-26,107.13,107.13,107.13,0.0,0.0,108.02,108.02,108.02,0.0,0.0,107.13,107.13,107.13,0.0,0.0,107.64,107.64,107.64,0.0,0.0
2016-07-03,108.59,108.59,108.59,0.0,0.0,109.68,109.68,109.68,0.0,0.0,108.47,108.47,108.47,0.0,0.0,109.56,109.56,109.56,0.0,0.0
2016-07-10,111.28,111.28,111.28,0.0,0.0,111.3,111.3,111.3,0.0,0.0,110.58,110.58,110.58,0.0,0.0,110.75,110.75,110.75,0.0,0.0
2016-07-17,111.29,111.29,111.29,0.0,0.0,111.73,111.73,111.73,0.0,0.0,111.05,111.05,111.05,0.0,0.0,111.61,111.61,111.61,0.0,0.0
2016-07-24,112.21,112.21,112.21,0.0,0.0,112.61,112.61,112.61,0.0,0.0,111.87,111.87,111.87,0.0,0.0,112.33,112.33,112.33,0.0,0.0
2016-07-31,112.44,112.44,112.44,0.0,0.0,112.92,112.92,112.92,0.0,0.0,112.33,112.33,112.33,0.0,0.0,112.84,112.84,112.84,0.0,0.0
2016-08-07,112.94,112.94,112.94,0.0,0.0,113.22,113.22,113.22,0.0,0.0,112.83,112.83,112.83,0.0,0.0,113.1,113.1,113.1,0.0,0.0
2016-08-14,112.69,112.69,112.69,0.0,0.0,113.01,113.01,113.01,0.0,0.0,112.53,112.53,112.53,0.0,0.0,112.95,112.95,112.95,0.0,0.0
2016-08-21,112.39,112.39,112.39,0.0,0.0,113.1,113.1,113.1,0.0,0.0,111.7,111.7,111.7,0.0,0.0,112.24,112.24,112.24,0.0,0.0
2016-08-28,112.6,112.6,112.6,0.0,0.0,112.9,112.9,112.9,0.0,0.0,112.24,112.24,112.24,0.0,0.0,112.61,112.61,112.61,0.0,0.0
2016-09-04,111.77,111.77,111.77,0.0,0.0,111.77,111.77,111.77,0.0,0.0,109.66,109.66,109.66,0.0,0.0,109.66,109.66,109.66,0.0,0.0
2016-09-11,110.89,110.89,110.89,0.0,0.0,110.92,110.92,110.92,0.0,0.0,110.39,110.39,110.39,0.0,0.0,110.79,110.79,110.79,0.0,0.0
2016-09-18,112.71,112.71,112.71,0.0,0.0,112.73,112.73,112.73,0.0,0.0,112.25,112.25,112.25,0.0,0.0,112.33,112.33,112.33,0.0,0.0
2016-09-25,111.95,111.95,111.95,0.0,0.0,112.69,112.69,112.69,0.0,0.0,111.74,111.74,111.74,0.0,0.0,112.29,112.29,112.29,0.0,0.0
2016-10-02,111.97,111.97,111.97,0.0,0.0,112.04,112.04,112.04,0.0,0.0,111.0,111.0,111.0,0.0,0.0,111.41,111.41,111.41,0.0,0.0
2016-10-09,110.76,110.76,110.76,0.0,0.0,111.09,111.09,111.09,0.0,0.0,110.23,110.23,110.23,0.0,0.0,110.24,110.24,110.24,0.0,0.0
2016-10-16,110.49,110.49,110.49,0.0,0.0,111.08,111.08,111.08,0.0,0.0,110.34,110.34,110.34,0.0,0.0,111.03,111.03,111.03,0.0,0.0
2016-10-23,109.74,109.74,109.74,0.0,0.0,110.26,110.26,110.26,0.0,0.0,109.16,109.16,109.16,0.0,0.0,109.45,109.45,109.45,0.0,0.0
2016-10-30,107.0,107.0,107.0,0.0,0.0,107.74,107.74,107.74,0.0,0.0,106.87,106.87,106.87,0.0,0.0,107.03,107.03,107.03,0.0,0.0
2016-11-06,109.51,109.51,109.51,0.0,0.0,109.79,109.79,109.79,0.0,0.0,109.02,109.02,109.02,0.0,0.0,109.53,109.53,109.53,0.0,0.0
2016-11-13,110.94,110.94,110.94,0.0,0.0,111.05,111.05,111.05,0.0,0.0,110.37,110.37,110.37,0.0,0.0,110.46,110.46,110.46,0.0,0.0
2016-11-20,111.75,111.75,111.75,0.0,0.0,111.83,111.83,111.83,0.0,0.0,111.59,111.59,111.59,0.0,0.0,111.83,111.83,111.83,0.0,0.0
2016-11-27,109.33,109.33,109.33,0.0,0.0,109.88,109.88,109.88,0.0,0.0,109.24,109.24,109.24,0.0,0.0,109.55,109.55,109.55,0.0,0.0
2016-12-04,112.68,112.68,112.68,0.0,0.0,113.06,113.06,113.06,0.0,0.0,112.57,112.57,112.57,0.0,0.0,112.97,112.97,112.97,0.0,0.0
2016-12-11,113.36,113.36,113.36,0.0,0.0,113.51,113.51,113.51,0.0,0.0,112.65,112.65,112.65,0.0,0.0,112.81,112.81,112.81,0.0,0.0
2016-12-18,112.32,112.32,112.32,0.0,0.0,112.54,112.54,112.54,0.0,0.0,112.26,112.26,112.26,0.0,0.0,112.53,112.53,112.53,0.0,0.0
2016-12-25,112.37,112.37,112.37,0.0,0.0,112.37,112.37,112.37,0.0,0.0,111.09,111.09,111.09,0.0,0.0,111.48,111.48,111.48,0.0,0.0
2017-01-01,113.66,113.66,113.66,0.0,0.0,114.52,114.52,114.52,0.0,0.0,113.39,113.39,113.39,0.0,0.0,114.31,114.31,114.31,0.0,0.0
2017-01-08,114.43,114.43,114.43,0.0,0.0,114.78,114.78,114.78,0.0,0.0,114.39,114.39,114.39,0.0,0.0,114.63,114.63,114.63,0.0,0.0
2017-01-15,114.82,114.82,114.82,0.0,0.0,115.1,115.1,115.1,0.0,0.0,114.43,114.43,114.43,0.0,0.0,114.74,114.74,114.74,0.0,0.0
2017-01-22,116.18,116.18,116.18,0.0,0.0,116.3,116.3,116.3,0.0,0.0,115.83,115.83,115.83,0.0,0.0,116.08,116.08,116.08,0.0,0.0
2017-01-29,116.26,116.26,116.26,0.0,0.0,116.74,116.74,116.74,0.0,0.0,116.26,116.26,116.26,0.0,0.0,116.64,116.64,116.64,0.0,0.0
2017-02-05,117.9,117.9,117.9,0.0,0.0,118.22,118.22,118.22,0.0,0.0,117.77,117.77,117.77,0.0,0.0,118.07,118.07,118.07,0.0,0.0
2017-02-12,119.19,119.19,119.19,0.0,0.0,119.86,119.86,119.86,0.0,0.0,119.12,119.12,119.12,0.0,0.0,119.86,119.86,119.86,0.0,0.0
2017-02-19,119.87,119.87,119.87,0.0,0.0,120.61,120.61,120.61,0.0,0.0,119.73,119.73,119.73,0.0,0.0,120.61,120.61,120.61,0.0,0.0
2017-02-26,121.31,121.31,121.31,0.0,0.0,121.52,121.52,121.52,0.0,0.0,120.96,120.96,120.96,0.0,0.0,121.5,121.5,121.5,0.0,0.0
2017-03-05,121.42,121.42,121.42,0.0,0.0,121.49,121.49,121.49,0.0,0.0,120.81,120.81,120.81,0.0,0.0,121.3,121.3,121.3,0.0,0.0
2017-03-12,122.24,122.24,122.24,0.0,0.0,122.33,122.33,122.33,0.0,0.0,121.96,121.96,121.96,0.0,0.0,121.96,121.96,121.96,0.0,0.0
2017-03-19,120.67,120.67,120.67,0.0,0.0,120.98,120.98,120.98,0.0,0.0,120.06,120.06,120.06,0.0,0.0,120.51,120.51,120.51,0.0,0.0
2017-03-26,121.6,121.6,121.6,0.0,0.0,121.97,121.97,121.97,0.0,0.0,121.5,121.5,121.5,0.0,0.0,121.66,121.66,121.66,0.0,0.0
2017-04-02,121.37,121.37,121.37,0.0,0.0,121.72,121.72,121.72,0.0,0.0,121.07,121.07,121.07,0.0,0.0,121.41,121.41,121.41,0.0,0.0
2017-04-09,120.66,120.66,120.66,0.0,0.0,121.15,121.15,121.15,0.0,0.0,120.3,120.3,120.3,0.0,0.0,120.3,120.3,120.3,0.0,0.0
2017-04-16,122.17,122.17,122.17,0.0,0.0,122.23,122.23,122.23,0.0,0.0,121.66,121.66,121.66,0.0,0.0,121.95,121.95,121.95,0.0,0.0
2017-04-23,124.71,124.71,124.71,0.0,0.0,124.71,124.71,124.71,0.0,0.0,124.31,124.31,124.31,0.0,0.0,124.43,124.43,124.43,0.0,0.0
2017-04-30,125.24,125.24,125.24,0.0,0.0,125.52,125.52,125.52,0.0,0.0,124.95,124.95,124.95,0.0,0.0,125.52,125.52,125.52,0.0,0.0
2017-05-07,125.73,125.73,125.73,0.0,0.0,125.91,125.91,125.91,0.0,0.0,125.62,125.62,125.62,0.0,0.0,125.82,125.82,125.82,0.0,0.0
2017-05-14,125.23,125.23,125.23,0.0,0.0,125.99,125.99,125.99,0.0,0.0,125.14,125.14,125.14,0.0,0.0,125.55,125.55,125.55,0.0,0.0
2017-05-21,127.81,127.81,127.81,0.0,0.0,127.96,127.96,127.96,0.0,0.0,127.64,127.64,127.64,0.0,0.0,127.9,127.9,127.9,0.0,0.0
2017-05-28,129.1,129.1,129.1,0.0,0.0,129.77,129.77,129.77,0.0,0.0,128.94,128.94,128.94,0.0,0.0,129.67,129.67,129.67,0.0,0.0
2017-06-04,129.41,129.41,129.41,0.0,0.0,129.71,129.71,129.71,0.0,0.0,126.84,126.84,126.84,0.0,0.0,127.9,127.9,127.9,0.0,0.0
2017-06-11,128.09,128.09,128.09,0.0,0.0,128.09,128.09,128.09,0.0,0.0,127.28,127.28,127.28,0.0,0.0,127.77,127.77,127.77,0.0,0.0
2017-06-18,128.53,128.53,128.53,0.0,0.0,129.02,129.02,129.02,0.0,0.0,128.25,128.25,128.25,0.0,0.0,128.78,128.78,128.78,0.0,0.0
2017-06-25,127.46,127.46,127.46,0.0,0.0,127.52,127.52,127.52,0.0,0.0,126.9,126.9,126.9,0.0,0.0,127.04,127.04,127.04,0.0,0.0
2017-07-02,126.3,126.3,126.3,0.0,0.0,127.14,127.14,127.14,0.0,0.0,126.22,126.22,126.22,0.0,0.0,127.03,127.03,127.03,0.0,0.0
2017-07-09,129.21,129.21,129.21,0.0,0.0,129.86,129.86,129.86,0.0,0.0,129.1,129.1,129.1,0.0,0.0,129.71,129.71,129.71,0.0,0.0
2017-07-16,130.65,130.65,130.65,0.0,0.0,130.96,130.96,130.96,0.0,0.0,130.48,130.48,130.48,0.0,0.0,130.96,130.96,130.96,0.0,0.0
2017-07-23,130.42,130.42,130.42,0.0,0.0,130.74,130.74,130.74,0.0,0.0,130.19,130.19,130.19,0.0,0.0,130.68,130.68,130.68,0.0,0.0
2017-07-30,130.46,130.46,130.46,0.0,0.0,130.49,130.49,130.49,0.0,0.0,129.93,129.93,129.93,0.0,0.0,130.31,130.31,130.31,0.0,0.0
2017-08-06,128.27,128.27,128.27,0.0,0.0,129.04,129.04,129.04,0.0,0.0,128.23,128.23,128.23,0.0,0.0,128.75,128.75,128.75,0.0,0.0
2017-08-13,128.39,128.39,128.39,0.0,0.0,128.98,128.98,128.98,0.0,0.0,127.93,127.93,127.93,0.0,0.0,128.24,128.24,128.24,0.0,0.0
2017-08-20,129.55,129.55,129.55,0.0,0.0,129.83,129.83,129.83,0.0,0.0,129.11,129.11,129.11,0.0,0.0,129.18,129.18,129.18,0.0,0.0
2017-08-27,132.11,132.11,132.11,0.0,0.0,132.22,132.22,132.22,0.0,0.0,131.72,131.72,131.72,0.0,0.0,131.95,131.95,131.95,0.0,0.0
2017-09-03,131.92,131.92,131.92,0.0,0.0,132.12,132.12,132.12,0.0,0.0,131.66,131.66,131.66,0.0,0.0,131.78,131.78,131.78,0.0,0.0
2017-09-10,132.88,132.88,132.88,0.0,0.0,133.12,133.12,133.12,0.0,0.0,132.68,132.68,132.68,0.0,0.0,132.86,132.86,132.86,0.0,0.0
2017-09-17,131.58,131.58,131.58,0.0,0.0,131.88,131.88,131.88,0.0,0.0,131.5,131.5,131.5,0.0,0.0,131.79,131.79,131.79,0.0,0.0
2017-09-24,132.09,132.09,132.09,0.0,0.0,132.76,132.76,132.76,0.0,0.0,132.01,132.01,132.01,0.0,0.0,132.75,132.75,132.75,0.0,0.0
2017-10-01,134.18,134.18,134.18,0.0,0.0,134.45,134.45,134.45,0.0,0.0,134.08,134.08,134.08,0.0,0.0,134.44,134.44,134.44,0.0,0.0
2017-10-08,135.28,135.28,135.28,0.0,0.0,135.46,135.46,135.46,0.0,0.0,135.11,135.11,135.11,0.0,0.0,135.17,135.17,135.17,0.0,0.0
2017-10-15,135.57,135.57,135.57,0.0,0.0,135.57,135.57,135.57,0.0,0.0,135.21,135.21,135.21,0.0,0.0,135.39,135.39,135.39,0.0,0.0
2017-10-22,135.01,135.01,135.01,0.0,0.0,136.26,136.26,136.26,0.0,0.0,134.98,134.98,134.98,0.0,0.0,136.21,136.21,136.21,0.0,0.0
2017-10-29,136.69,136.69,136.69,0.0,0.0,137.2,137.2,137.2,0.0,0.0,136.32,136.32,136.32,0.0,0.0,137.18,137.18,137.18,0.0,0.0
2017-11-05,137.31,137.31,137.31,0.0,0.0,137.74,137.74,137.74,0.0,0.0,137.21,137.21,137.21,0.0,0.0,137.67,137.67,137.67,0.0,0.0
2017-11-12,138.01,138.01,138.01,0.0,0.0,138.06,138.06,138.06,0.0,0.0,137.6,137.6,137.6,0.0,0.0,137.66,137.66,137.66,0.0,0.0
2017-11-19,139.32,139.32,139.32,0.0,0.0,139.58,139.58,139.58,0.0,0.0,139.24,139.24,139.24,0.0,0.0,139.54,139.54,139.54,0.0,0.0
2017-11-26,139.59,139.59,139.59,0.0,0.0,140.03,140.03,140.03,0.0,0.0,137.69,137.69,137.69,0.0,0.0,139.5,139.5,139.5,0.0,0.0
2017-12-03,139.9,139.9,139.9,0.0,0.0,140.09,140.09,140.09,0.0,0.0,139.66,139.66,139.66,0.0,0.0,139.87,139.87,139.87,0.0,0.0
2017-12-10,141.1,141.1,141.1,0.0,0.0,141.78,141.78,141.78,0.0,0.0,140.92,140.92,140.92,0.0,0.0,141.54,141.54,141.54,0.0,0.0
2017-12-17,141.19,141.19,141.19,0.0,0.0,141.22,141.22,141.22,0.0,0.0,140.89,140.89,140.89,0.0,0.0,141.14,141.14,141.14,0.0,0.0
2017-12-24,141.56,141.56,141.56,0.0,0.0,141.74,141.74,141.74,0.0,0.0,140.56,140.56,140.56,0.0,0.0,140.65,140.65,140.65,0.0,0.0
2017-12-31,144.37,144.37,144.37,0.0,0.0,145.24,145.24,145.24,0.0,0.0,144.29,144.29,144.29,0.0,0.0,145.18,145.18,145.18,0.0,0.0
