Date,Credit Suisse FI Large Cap Growth EnhancedEtf_Open_average,Credit Suisse FI Large Cap Growth EnhancedEtf_Open_max,Credit Suisse FI Large Cap Growth EnhancedEtf_Open_min,Credit Suisse FI Large Cap Growth EnhancedEtf_Open_volatility,Credit Suisse FI Large Cap Growth EnhancedEtf_Open_change,Credit Suisse FI Large Cap Growth EnhancedEtf_High_average,Credit Suisse FI Large Cap Growth EnhancedEtf_High_max,Credit Suisse FI Large Cap Growth EnhancedEtf_High_min,Credit Suisse FI Large Cap Growth EnhancedEtf_High_volatility,Credit Suisse FI Large Cap Growth EnhancedEtf_High_change,Credit Suisse FI Large Cap Growth EnhancedEtf_Low_average,Credit Suisse FI Large Cap Growth EnhancedEtf_Low_max,Credit Suisse FI Large Cap Growth EnhancedEtf_Low_min,Credit Suisse FI Large Cap Growth EnhancedEtf_Low_volatility,Credit Suisse FI Large Cap Growth EnhancedEtf_Low_change,Credit Suisse FI Large Cap Growth EnhancedEtf_Close_average,Credit Suisse FI Large Cap Growth EnhancedEtf_Close_max,Credit Suisse FI Large Cap Growth EnhancedEtf_Close_min,Credit Suisse FI Large Cap Growth EnhancedEtf_Close_volatility,Credit Suisse FI Large Cap Growth EnhancedEtf_Close_change
2018-01-14,252.94,252.94,252.94,0.0,0.0,253.79,253.79,253.79,0.0,0.0,252.11,252.11,252.11,0.0,0.0,253.58,253.58,253.58,0.0,0.0
2018-01-21,260.26,260.26,260.26,0.0,0.0,264.37,264.37,264.37,0.0,0.0,260.26,260.26,260.26,0.0,0.0,264.2,264.2,264.2,0.0,0.0
2018-01-28,252.85,252.85,252.85,0.0,0.0,253.57,253.57,253.57,0.0,0.0,246.2,246.2,246.2,0.0,0.0,246.2,246.2,246.2,0.0,0.0
2018-02-04,220.1,220.1,220.1,0.0,0.0,225.18,225.18,225.18,0.0,0.0,208.69,208.69,208.69,0.0,0.0,222.34,222.34,222.34,0.0,0.0
2018-02-11,242.09,242.09,242.09,0.0,0.0,247.5,247.5,247.5,0.0,0.0,242.09,242.09,242.09,0.0,0.0,245.8,245.8,245.8,0.0,0.0
2018-02-18,244.71,244.71,244.71,0.0,0.0,249.32,249.32,249.32,0.0,0.0,244.27,244.27,244.27,0.0,0.0,249.32,249.32,249.32,0.0,0.0
2018-02-25,233.0,233.0,233.0,0.0,0.0,239.85,239.85,239.85,0.0,0.0,233.0,233.0,233.0,0.0,0.0,239.85,239.85,239.85,0.0,0.0
2018-03-04,252.84,252.84,252.84,0.0,0.0,258.59,258.59,258.59,0.0,0.0,252.84,252.84,252.84,0.0,0.0,258.24,258.24,258.24,0.0,0.0
2018-03-11,253.64,253.64,253.64,0.0,0.0,254.99,254.99,254.99,0.0,0.0,253.42,253.42,253.42,0.0,0.0,254.65,254.65,254.65,0.0,0.0
2018-03-18,234.05,234.05,234.05,0.0,0.0,234.91,234.91,234.91,0.0,0.0,224.0,224.0,224.0,0.0,0.0,224.0,224.0,224.0,0.0,0.0
2018-03-25,225.71,225.71,225.71,0.0,0.0,235.14,235.14,235.14,0.0,0.0,225.7,225.7,225.7,0.0,0.0,232.9,232.9,232.9,0.0,0.0
2018-04-01,229.31,229.31,229.31,0.0,0.0,232.14,232.14,232.14,0.0,0.0,221.64,221.64,221.64,0.0,0.0,224.6,224.6,224.6,0.0,0.0
2018-04-08,234.3,234.3,234.3,0.0,0.0,235.32,235.32,235.32,0.0,0.0,231.47,231.47,231.47,0.0,0.0,232.96,232.96,232.96,0.0,0.0
2018-04-15,239.53,239.53,239.53,0.0,0.0,239.53,239.53,239.53,0.0,0.0,234.81,234.81,234.81,0.0,0.0,234.9,234.9,234.9,0.0,0.0
2018-04-22,237.32,237.32,237.32,0.0,0.0,237.32,237.32,237.32,0.0,0.0,233.32,233.32,233.32,0.0,0.0,235.32,235.32,235.32,0.0,0.0
2018-04-29,235.99,235.99,235.99,0.0,0.0,240.14,240.14,240.14,0.0,0.0,235.99,235.99,235.99,0.0,0.0,239.52,239.52,239.52,0.0,0.0
2018-05-06,250.7,250.7,250.7,0.0,0.0,251.0,251.0,251.0,0.0,0.0,249.15,249.15,249.15,0.0,0.0,249.97,249.97,249.97,0.0,0.0
2018-05-13,246.33,246.33,246.33,0.0,0.0,248.84,248.84,248.84,0.0,0.0,246.33,246.33,246.33,0.0,0.0,247.98,247.98,247.98,0.0,0.0
2018-05-20,252.52,252.52,252.52,0.0,0.0,253.05,253.05,253.05,0.0,0.0,250.96,250.96,250.96,0.0,0.0,252.11,252.11,252.11,0.0,0.0
2018-05-27,252.8,252.8,252.8,0.0,0.0,256.65,256.65,256.65,0.0,0.0,252.8,252.8,252.8,0.0,0.0,255.74,255.74,255.74,0.0,0.0
2018-06-03,261.97,261.97,261.97,0.0,0.0,265.09,265.09,265.09,0.0,0.0,261.97,261.97,261.97,0.0,0.0,265.09,265.09,265.09,0.0,0.0
2018-06-10,266.91,266.91,266.91,0.0,0.0,268.23,268.23,268.23,0.0,0.0,266.91,266.91,266.91,0.0,0.0,268.13,268.13,268.13,0.0,0.0
2018-06-17,263.76,263.76,263.76,0.0,0.0,264.36,264.36,264.36,0.0,0.0,262.5,262.5,262.5,0.0,0.0,264.1,264.1,264.1,0.0,0.0
2018-06-24,257.09,257.09,257.09,0.0,0.0,258.43,258.43,258.43,0.0,0.0,254.96,254.96,254.96,0.0,0.0,254.96,254.96,254.96,0.0,0.0
2018-07-01,260.85,260.85,260.85,0.0,0.0,264.9,264.9,264.9,0.0,0.0,260.85,260.85,260.85,0.0,0.0,264.9,264.9,264.9,0.0,0.0
2018-07-08,278.43,278.43,278.43,0.0,0.0,278.43,278.43,278.43,0.0,0.0,273.88,273.88,273.88,0.0,0.0,275.37,275.37,275.37,0.0,0.0
2018-07-15,276.15,276.15,276.15,0.0,0.0,277.84,277.84,277.84,0.0,0.0,275.45,275.45,275.45,0.0,0.0,275.45,275.45,275.45,0.0,0.0
2018-07-22,276.5,276.5,276.5,0.0,0.0,276.5,276.5,276.5,0.0,0.0,271.07,271.07,271.07,0.0,0.0,272.13,272.13,272.13,0.0,0.0
2018-07-29,275.47,275.47,275.47,0.0,0.0,276.49,276.49,276.49,0.0,0.0,274.47,274.47,274.47,0.0,0.0,276.49,276.49,276.49,0.0,0.0
2018-08-05,278.02,278.02,278.02,0.0,0.0,280.22,280.22,280.22,0.0,0.0,277.07,277.07,277.07,0.0,0.0,278.77,278.77,278.77,0.0,0.0
2018-08-12,276.64,276.64,276.64,0.0,0.0,280.04,280.04,280.04,0.0,0.0,276.64,276.64,276.64,0.0,0.0,280.04,280.04,280.04,0.0,0.0
2018-08-19,284.28,284.28,284.28,0.0,0.0,286.66,286.66,286.66,0.0,0.0,284.28,284.28,284.28,0.0,0.0,286.39,286.39,286.39,0.0,0.0
2018-08-26,294.1,294.1,294.1,0.0,0.0,296.2,296.2,296.2,0.0,0.0,294.1,294.1,294.1,0.0,0.0,296.2,296.2,296.2,0.0,0.0
2018-09-02,289.58,289.58,289.58,0.0,0.0,290.43,290.43,290.43,0.0,0.0,286.88,286.88,286.88,0.0,0.0,287.35,287.35,287.35,0.0,0.0
2018-09-09,295.7,295.7,295.7,0.0,0.0,296.04,296.04,296.04,0.0,0.0,293.95,293.95,293.95,0.0,0.0,295.29,295.29,295.29,0.0,0.0
2018-09-16,297.6,297.6,297.6,0.0,0.0,297.6,297.6,297.6,0.0,0.0,294.55,294.55,294.55,0.0,0.0,294.55,294.55,294.55,0.0,0.0
2018-09-23,296.0,296.0,296.0,0.0,0.0,298.53,298.53,298.53,0.0,0.0,296.0,296.0,296.0,0.0,0.0,298.11,298.11,298.11,0.0,0.0
2018-09-30,288.23,288.23,288.23,0.0,0.0,290.06,290.06,290.06,0.0,0.0,279.46,279.46,279.46,0.0,0.0,284.92,284.92,284.92,0.0,0.0
2018-10-07,259.07,259.07,259.07,0.0,0.0,261.72,261.72,261.72,0.0,0.0,254.08,254.08,254.08,0.0,0.0,258.75,258.75,258.75,0.0,0.0
2018-10-14,255.92,255.92,255.92,0.0,0.0,257.0,257.0,257.0,0.0,0.0,255.78,255.78,255.78,0.0,0.0,256.53,256.53,256.53,0.0,0.0
2018-10-21,230.39,230.39,230.39,0.0,0.0,234.79,234.79,234.79,0.0,0.0,230.39,230.39,230.39,0.0,0.0,234.79,234.79,234.79,0.0,0.0
2018-10-28,250.9,250.9,250.9,0.0,0.0,250.9,250.9,250.9,0.0,0.0,244.44,244.44,244.44,0.0,0.0,246.1,246.1,246.1,0.0,0.0
2018-11-04,260.01,260.01,260.01,0.0,0.0,260.01,260.01,260.01,0.0,0.0,254.23,254.23,254.23,0.0,0.0,255.9,255.9,255.9,0.0,0.0
2018-11-11,237.98,237.98,237.98,0.0,0.0,243.84,243.84,243.84,0.0,0.0,237.98,237.98,237.98,0.0,0.0,241.88,241.88,241.88,0.0,0.0
2018-11-18,220.05,220.05,220.05,0.0,0.0,220.47,220.47,220.47,0.0,0.0,218.64,218.64,218.64,0.0,0.0,219.75,219.75,219.75,0.0,0.0
2018-11-25,243.84,243.84,243.84,0.0,0.0,248.86,248.86,248.86,0.0,0.0,243.84,243.84,243.84,0.0,0.0,247.0,247.0,247.0,0.0,0.0
2018-12-02,230.25,230.25,230.25,0.0,0.0,232.5,232.5,232.5,0.0,0.0,222.0,222.0,222.0,0.0,0.0,222.0,222.0,222.0,0.0,0.0
2018-12-09,225.53,225.53,225.53,0.0,0.0,225.53,225.53,225.53,0.0,0.0,217.81,217.81,217.81,0.0,0.0,219.07,219.07,219.07,0.0,0.0
2018-12-16,189.68,189.68,189.68,0.0,0.0,194.96,194.96,194.96,0.0,0.0,175.95,175.95,175.95,0.0,0.0,177.62,177.62,177.62,0.0,0.0
2018-12-23,186.73,186.73,186.73,0.0,0.0,192.06,192.06,192.06,0.0,0.0,185.73,185.73,185.73,0.0,0.0,187.91,187.91,187.91,0.0,0.0
2018-12-30,181.3,181.3,181.3,0.0,0.0,194.47,194.47,194.47,0.0,0.0,181.3,181.3,181.3,0.0,0.0,194.47,194.47,194.47,0.0,0.0
2019-01-06,205.59,205.59,205.59,0.0,0.0,206.74,206.74,206.74,0.0,0.0,205.26,205.26,205.26,0.0,0.0,206.74,206.74,206.74,0.0,0.0
2019-01-13,216.03,216.03,216.03,0.0,0.0,218.05,218.05,218.05,0.0,0.0,215.25,215.25,215.25,0.0,0.0,217.99,217.99,217.99,0.0,0.0
2019-01-20,216.99,216.99,216.99,0.0,0.0,219.05,219.05,219.05,0.0,0.0,216.48,216.48,216.48,0.0,0.0,218.29,218.29,218.29,0.0,0.0
2019-01-27,224.0,224.0,224.0,0.0,0.0,226.47,226.47,226.47,0.0,0.0,210.2,210.2,210.2,0.0,0.0,225.22,225.22,225.22,0.0,0.0
2019-02-03,225.06,225.06,225.06,0.0,0.0,227.46,227.46,227.46,0.0,0.0,224.15,224.15,224.15,0.0,0.0,227.46,227.46,227.46,0.0,0.0
2019-02-10,237.19,237.19,237.19,0.0,0.0,237.83,237.83,237.83,0.0,0.0,236.45,236.45,236.45,0.0,0.0,237.83,237.83,237.83,0.0,0.0
2019-02-17,236.11,236.11,236.11,0.0,0.0,240.55,240.55,240.55,0.0,0.0,236.11,236.11,236.11,0.0,0.0,240.55,240.55,240.55,0.0,0.0
2019-02-24,241.33,241.33,241.33,0.0,0.0,243.96,243.96,243.96,0.0,0.0,240.89,240.89,240.89,0.0,0.0,243.53,243.53,243.53,0.0,0.0
2019-03-03,228.09,228.09,228.09,0.0,0.0,233.13,233.13,233.13,0.0,0.0,226.61,226.61,226.61,0.0,0.0,233.13,233.13,233.13,0.0,0.0
2019-03-10,245.82,245.82,245.82,0.0,0.0,247.27,247.27,247.27,0.0,0.0,245.72,245.72,245.72,0.0,0.0,246.57,246.57,246.57,0.0,0.0
2019-03-17,250.55,250.55,250.55,0.0,0.0,252.2,252.2,252.2,0.0,0.0,246.21,246.21,246.21,0.0,0.0,246.21,246.21,246.21,0.0,0.0
2019-03-24,249.89,249.89,249.89,0.0,0.0,251.63,251.63,251.63,0.0,0.0,249.59,249.59,249.59,0.0,0.0,251.55,251.55,251.55,0.0,0.0
2019-03-31,261.87,261.87,261.87,0.0,0.0,262.38,262.38,262.38,0.0,0.0,261.45,261.45,261.45,0.0,0.0,262.38,262.38,262.38,0.0,0.0
2019-04-07,264.0,264.0,264.0,0.0,0.0,265.19,265.19,265.19,0.0,0.0,263.87,263.87,263.87,0.0,0.0,265.19,265.19,265.19,0.0,0.0
2019-04-14,263.63,263.63,263.63,0.0,0.0,265.09,265.09,265.09,0.0,0.0,262.83,262.83,262.83,0.0,0.0,264.76,264.76,264.76,0.0,0.0
2019-04-21,273.51,273.51,273.51,0.0,0.0,273.9,273.9,273.9,0.0,0.0,269.54,269.54,269.54,0.0,0.0,273.7,273.7,273.7,0.0,0.0
2019-04-28,269.65,269.65,269.65,0.0,0.0,273.97,273.97,273.97,0.0,0.0,268.66,268.66,268.66,0.0,0.0,273.97,273.97,273.97,0.0,0.0
2019-05-05,259.48,259.48,259.48,0.0,0.0,262.61,262.61,262.61,0.0,0.0,251.75,251.75,251.75,0.0,0.0,260.14,260.14,260.14,0.0,0.0
2019-05-12,258.1,258.1,258.1,0.0,0.0,262.9,262.9,262.9,0.0,0.0,258.0,258.0,258.0,0.0,0.0,258.01,258.01,258.01,0.0,0.0
2019-05-19,251.77,251.77,251.77,0.0,0.0,252.51,252.51,252.51,0.0,0.0,249.39,249.39,249.39,0.0,0.0,249.53,249.53,249.53,0.0,0.0
2019-05-26,240.03,240.03,240.03,0.0,0.0,242.0,242.0,242.0,0.0,0.0,238.47,238.47,238.47,0.0,0.0,238.63,238.63,238.63,0.0,0.0
2019-06-02,257.77,257.77,257.77,0.0,0.0,261.65,261.65,261.65,0.0,0.0,257.77,257.77,257.77,0.0,0.0,260.29,260.29,260.29,0.0,0.0
2019-06-09,262.66,262.66,262.66,0.0,0.0,263.59,263.59,263.59,0.0,0.0,261.6,261.6,261.6,0.0,0.0,262.86,262.86,262.86,0.0,0.0
2019-06-16,275.27,275.27,275.27,0.0,0.0,278.14,278.14,278.14,0.0,0.0,275.1,275.1,275.1,0.0,0.0,276.01,276.01,276.01,0.0,0.0
2019-06-23,269.9,269.9,269.9,0.0,0.0,271.59,271.59,271.59,0.0,0.0,269.9,269.9,269.9,0.0,0.0,271.59,271.59,271.59,0.0,0.0
2019-06-30,282.2,282.2,282.2,0.0,0.0,282.5,282.5,282.5,0.0,0.0,278.7,278.7,278.7,0.0,0.0,282.12,282.12,282.12,0.0,0.0
2019-07-07,287.17,287.17,287.17,0.0,0.0,288.97,288.97,288.97,0.0,0.0,285.66,285.66,285.66,0.0,0.0,288.97,288.97,288.97,0.0,0.0
2019-07-14,287.54,287.54,287.54,0.0,0.0,287.59,287.59,287.59,0.0,0.0,282.2,282.2,282.2,0.0,0.0,282.2,282.2,282.2,0.0,0.0
2019-07-21,291.86,291.86,291.86,0.0,0.0,293.13,293.13,293.13,0.0,0.0,290.6,290.6,290.6,0.0,0.0,292.95,292.95,292.95,0.0,0.0
2019-07-28,274.93,274.93,274.93,0.0,0.0,274.93,274.93,274.93,0.0,0.0,271.04,271.04,271.04,0.0,0.0,273.92,273.92,273.92,0.0,0.0
2019-08-04,274.71,274.71,274.71,0.0,0.0,276.65,276.65,276.65,0.0,0.0,274.7,274.7,274.7,0.0,0.0,274.72,274.72,274.72,0.0,0.0
2019-08-11,268.37,268.37,268.37,0.0,0.0,270.86,270.86,270.86,0.0,0.0,268.37,268.37,268.37,0.0,0.0,270.86,270.86,270.86,0.0,0.0
2019-08-18,273.61,273.61,273.61,0.0,0.0,278.84,278.84,278.84,0.0,0.0,262.24,262.24,262.24,0.0,0.0,262.24,262.24,262.24,0.0,0.0
2019-08-25,280.33,280.33,280.33,0.0,0.0,280.33,280.33,280.33,0.0,0.0,275.5,275.5,275.5,0.0,0.0,277.98,277.98,277.98,0.0,0.0
2019-09-01,285.71,285.71,285.71,0.0,0.0,288.1,288.1,288.1,0.0,0.0,285.3,285.3,285.3,0.0,0.0,285.3,285.3,285.3,0.0,0.0
2019-09-08,285.11,285.11,285.11,0.0,0.0,285.49,285.49,285.49,0.0,0.0,282.72,282.72,282.72,0.0,0.0,283.43,283.43,283.43,0.0,0.0
2019-09-15,285.7,285.7,285.7,0.0,0.0,287.22,287.22,287.22,0.0,0.0,280.4,280.4,280.4,0.0,0.0,282.47,282.47,282.47,0.0,0.0
2019-09-22,277.61,277.61,277.61,0.0,0.0,278.5,278.5,278.5,0.0,0.0,269.55,269.55,269.55,0.0,0.0,272.64,272.64,272.64,0.0,0.0
2019-09-29,269.74,269.74,269.74,0.0,0.0,275.93,275.93,275.93,0.0,0.0,269.74,269.74,269.74,0.0,0.0,275.82,275.82,275.82,0.0,0.0
2019-10-06,280.0,280.0,280.0,0.0,0.0,284.28,284.28,284.28,0.0,0.0,280.0,280.0,280.0,0.0,0.0,280.79,280.79,280.79,0.0,0.0
2019-10-13,285.25,285.25,285.25,0.0,0.0,285.25,285.25,285.25,0.0,0.0,281.75,281.75,281.75,0.0,0.0,282.3,282.3,282.3,0.0,0.0
2019-10-20,281.8,281.8,281.8,0.0,0.0,288.05,288.05,288.05,0.0,0.0,281.8,281.8,281.8,0.0,0.0,287.58,287.58,287.58,0.0,0.0
2019-10-27,295.18,295.18,295.18,0.0,0.0,297.68,297.68,297.68,0.0,0.0,294.65,294.65,294.65,0.0,0.0,296.35,296.35,296.35,0.0,0.0
2019-11-03,297.31,297.31,297.31,0.0,0.0,299.81,299.81,299.81,0.0,0.0,297.31,297.31,297.31,0.0,0.0,299.81,299.81,299.81,0.0,0.0
2019-11-10,305.11,305.11,305.11,0.0,0.0,308.63,308.63,308.63,0.0,0.0,305.11,305.11,305.11,0.0,0.0,308.63,308.63,308.63,0.0,0.0
2019-11-17,306.59,306.59,306.59,0.0,0.0,307.45,307.45,307.45,0.0,0.0,305.9,305.9,305.9,0.0,0.0,307.4,307.4,307.4,0.0,0.0
2019-11-24,316.11,316.11,316.11,0.0,0.0,318.98,318.98,318.98,0.0,0.0,316.11,316.11,316.11,0.0,0.0,316.58,316.58,316.58,0.0,0.0
2019-12-01,314.01,314.01,314.01,0.0,0.0,315.71,315.71,315.71,0.0,0.0,314.01,314.01,314.01,0.0,0.0,315.23,315.23,315.23,0.0,0.0
2019-12-08,315.51,315.51,315.51,0.0,0.0,320.09,320.09,320.09,0.0,0.0,315.51,315.51,315.51,0.0,0.0,319.71,319.71,319.71,0.0,0.0
2019-12-15,323.49,323.49,323.49,0.0,0.0,331.53,331.53,331.53,0.0,0.0,323.49,323.49,323.49,0.0,0.0,330.75,330.75,330.75,0.0,0.0
2019-12-22,337.55,337.55,337.55,0.0,0.0,337.55,337.55,337.55,0.0,0.0,336.0,336.0,336.0,0.0,0.0,336.26,336.26,336.26,0.0,0.0
2019-12-29,335.48,335.48,335.48,0.0,0.0,339.5,339.5,339.5,0.0,0.0,335.48,335.48,335.48,0.0,0.0,337.58,337.58,337.58,0.0,0.0
2020-01-05,351.64,351.64,351.64,0.0,0.0,353.44,353.44,353.44,0.0,0.0,348.66,348.66,348.66,0.0,0.0,349.24,349.24,349.24,0.0,0.0
2020-01-12,335.0,335.0,335.0,0.0,0.0,364.77,364.77,364.77,0.0,0.0,335.0,335.0,335.0,0.0,0.0,364.77,364.77,364.77,0.0,0.0
2020-01-19,366.01,366.01,366.01,0.0,0.0,366.58,366.58,366.58,0.0,0.0,356.49,356.49,356.49,0.0,0.0,359.5,359.5,359.5,0.0,0.0
2020-01-26,353.4,353.4,353.4,0.0,0.0,353.4,353.4,353.4,0.0,0.0,345.0,345.0,345.0,0.0,0.0,346.78,346.78,346.78,0.0,0.0
2020-02-02,374.8,374.8,374.8,0.0,0.0,375.45,375.45,375.45,0.0,0.0,371.86,371.86,371.86,0.0,0.0,371.86,371.86,371.86,0.0,0.0
2020-02-09,385.18,385.18,385.18,0.0,0.0,387.92,387.92,387.92,0.0,0.0,385.18,385.18,385.18,0.0,0.0,387.92,387.92,387.92,0.0,0.0
2020-02-16,383.81,383.81,383.81,0.0,0.0,383.81,383.81,383.81,0.0,0.0,375.7,375.7,375.7,0.0,0.0,377.07,377.07,377.07,0.0,0.0
2020-02-23,285.46,285.46,285.46,0.0,0.0,296.59,296.59,296.59,0.0,0.0,276.65,276.65,276.65,0.0,0.0,296.59,296.59,296.59,0.0,0.0
2020-03-01,295.96,295.96,295.96,0.0,0.0,306.0,306.0,306.0,0.0,0.0,293.0,293.0,293.0,0.0,0.0,306.0,306.0,306.0,0.0,0.0
2020-03-08,238.0,238.0,238.0,0.0,0.0,243.78,243.78,243.78,0.0,0.0,209.13,209.13,209.13,0.0,0.0,243.78,243.78,243.78,0.0,0.0
2020-03-15,187.4,187.4,187.4,0.0,0.0,207.31,207.31,207.31,0.0,0.0,183.95,183.95,183.95,0.0,0.0,183.95,183.95,183.95,0.0,0.0
2020-03-22,231.97,231.97,231.97,0.0,0.0,231.97,231.97,231.97,0.0,0.0,217.35,217.35,217.35,0.0,0.0,220.93,220.93,220.93,0.0,0.0
2020-03-29,211.53,211.53,211.53,0.0,0.0,212.36,212.36,212.36,0.0,0.0,207.63,207.63,207.63,0.0,0.0,212.36,212.36,212.36,0.0,0.0
2020-04-05,260.15,260.15,260.15,0.0,0.0,265.0,265.0,265.0,0.0,0.0,259.24,259.24,259.24,0.0,0.0,262.51,262.51,262.51,0.0,0.0
2020-04-12,289.29,289.29,289.29,0.0,0.0,289.29,289.29,289.29,0.0,0.0,281.53,281.53,281.53,0.0,0.0,287.22,287.22,287.22,0.0,0.0
2020-04-19,276.62,276.62,276.62,0.0,0.0,284.74,284.74,284.74,0.0,0.0,275.48,275.48,275.48,0.0,0.0,284.74,284.74,284.74,0.0,0.0
2020-04-26,284.05,284.05,284.05,0.0,0.0,284.05,284.05,284.05,0.0,0.0,284.05,284.05,284.05,0.0,0.0,284.05,284.05,284.05,0.0,0.0
2020-05-03,310.4,310.4,310.4,0.0,0.0,310.4,310.4,310.4,0.0,0.0,310.4,310.4,310.4,0.0,0.0,310.4,310.4,310.4,0.0,0.0
2020-05-10,298.61,298.61,298.61,0.0,0.0,305.82,305.82,305.82,0.0,0.0,298.61,298.61,298.61,0.0,0.0,304.42,304.42,304.42,0.0,0.0
2020-05-17,320.44,320.44,320.44,0.0,0.0,321.22,321.22,321.22,0.0,0.0,317.54,317.54,317.54,0.0,0.0,321.22,321.22,321.22,0.0,0.0
2020-05-24,328.33,328.33,328.33,0.0,0.0,334.16,334.16,334.16,0.0,0.0,326.17,326.17,326.17,0.0,0.0,334.16,334.16,334.16,0.0,0.0
2020-05-31,350.95,350.95,350.95,0.0,0.0,350.95,350.95,350.95,0.0,0.0,350.95,350.95,350.95,0.0,0.0,350.95,350.95,350.95,0.0,0.0
2020-06-07,340.09,340.09,340.09,0.0,0.0,342.01,342.01,342.01,0.0,0.0,328.81,328.81,328.81,0.0,0.0,334.95,334.95,334.95,0.0,0.0
2020-06-14,358.82,358.82,358.82,0.0,0.0,359.59,359.59,359.59,0.0,0.0,349.95,349.95,349.95,0.0,0.0,351.45,351.45,351.45,0.0,0.0
2020-06-21,355.11,355.11,355.11,0.0,0.0,355.11,355.11,355.11,0.0,0.0,340.04,340.04,340.04,0.0,0.0,340.04,340.04,340.04,0.0,0.0
2020-06-28,367.97,367.97,367.97,0.0,0.0,367.97,367.97,367.97,0.0,0.0,367.97,367.97,367.97,0.0,0.0,367.97,367.97,367.97,0.0,0.0
2020-07-05,389.07,389.07,389.07,0.0,0.0,389.07,389.07,389.07,0.0,0.0,377.1,377.1,377.1,0.0,0.0,377.1,377.1,377.1,0.0,0.0
