Date,Guggenheim Dow Jones Industrial Average DividendEtf_Open_average,Guggenheim Dow Jones Industrial Average DividendEtf_Open_max,Guggenheim Dow Jones Industrial Average DividendEtf_Open_min,Guggenheim Dow Jones Industrial Average DividendEtf_Open_volatility,Guggenheim Dow Jones Industrial Average DividendEtf_Open_change,Guggenheim Dow Jones Industrial Average DividendEtf_High_average,Guggenheim Dow Jones Industrial Average DividendEtf_High_max,Guggenheim Dow Jones Industrial Average DividendEtf_High_min,Guggenheim Dow Jones Industrial Average DividendEtf_High_volatility,Guggenheim Dow Jones Industrial Average DividendEtf_High_change,Guggenheim Dow Jones Industrial Average DividendEtf_Low_average,Guggenheim Dow Jones Industrial Average DividendEtf_Low_max,Guggenheim Dow Jones Industrial Average DividendEtf_Low_min,Guggenheim Dow Jones Industrial Average DividendEtf_Low_volatility,Guggenheim Dow Jones Industrial Average DividendEtf_Low_change,Guggenheim Dow Jones Industrial Average DividendEtf_Close_average,Guggenheim Dow Jones Industrial Average DividendEtf_Close_max,Guggenheim Dow Jones Industrial Average DividendEtf_Close_min,Guggenheim Dow Jones Industrial Average DividendEtf_Close_volatility,Guggenheim Dow Jones Industrial Average DividendEtf_Close_change
2018-01-14,35.55,35.55,35.55,0.0,0.0,35.55,35.55,35.55,0.0,0.0,35.35,35.35,35.35,0.0,0.0,35.51,35.51,35.51,0.0,0.0
2018-01-21,36.0,36.0,36.0,0.0,0.0,36.38,36.38,36.38,0.0,0.0,36.0,36.0,36.0,0.0,0.0,36.38,36.38,36.38,0.0,0.0
2018-01-28,35.3,35.3,35.3,0.0,0.0,35.31,35.31,35.31,0.0,0.0,34.66,34.66,34.66,0.0,0.0,34.78,34.78,34.78,0.0,0.0
2018-02-04,33.16,33.16,33.16,0.0,0.0,33.16,33.16,33.16,0.0,0.0,31.88,31.88,31.88,0.0,0.0,32.8,32.8,32.8,0.0,0.0
2018-02-11,34.04,34.04,34.04,0.0,0.0,34.53,34.53,34.53,0.0,0.0,34.04,34.04,34.04,0.0,0.0,34.38,34.38,34.38,0.0,0.0
2018-02-18,33.78,33.78,33.78,0.0,0.0,34.16,34.16,34.16,0.0,0.0,33.78,33.78,33.78,0.0,0.0,34.16,34.16,34.16,0.0,0.0
2018-02-25,33.06,33.06,33.06,0.0,0.0,33.42,33.42,33.42,0.0,0.0,33.06,33.06,33.06,0.0,0.0,33.42,33.42,33.42,0.0,0.0
2018-03-04,34.24,34.24,34.24,0.0,0.0,34.5,34.5,34.5,0.0,0.0,34.11,34.11,34.11,0.0,0.0,34.5,34.5,34.5,0.0,0.0
2018-03-11,34.05,34.05,34.05,0.0,0.0,34.11,34.11,34.11,0.0,0.0,34.05,34.05,34.05,0.0,0.0,34.08,34.08,34.08,0.0,0.0
2018-03-18,32.73,32.73,32.73,0.0,0.0,32.94,32.94,32.94,0.0,0.0,32.2,32.2,32.2,0.0,0.0,32.2,32.2,32.2,0.0,0.0
2018-03-25,32.76,32.76,32.76,0.0,0.0,33.01,33.01,33.01,0.0,0.0,32.76,32.76,32.76,0.0,0.0,32.98,32.98,32.98,0.0,0.0
2018-04-01,32.88,32.88,32.88,0.0,0.0,32.95,32.95,32.95,0.0,0.0,32.2,32.2,32.2,0.0,0.0,32.5,32.5,32.5,0.0,0.0
2018-04-08,33.38,33.38,33.38,0.0,0.0,33.38,33.38,33.38,0.0,0.0,33.38,33.38,33.38,0.0,0.0,33.38,33.38,33.38,0.0,0.0
2018-04-15,33.58,33.58,33.58,0.0,0.0,33.58,33.58,33.58,0.0,0.0,33.46,33.46,33.46,0.0,0.0,33.51,33.51,33.51,0.0,0.0
2018-04-22,33.63,33.63,33.63,0.0,0.0,33.63,33.63,33.63,0.0,0.0,33.6,33.6,33.6,0.0,0.0,33.6,33.6,33.6,0.0,0.0
2018-04-29,32.72,32.72,32.72,0.0,0.0,33.26,33.26,33.26,0.0,0.0,32.72,32.72,32.72,0.0,0.0,33.26,33.26,33.26,0.0,0.0
2018-05-06,33.89,33.89,33.89,0.0,0.0,33.92,33.92,33.92,0.0,0.0,33.89,33.89,33.89,0.0,0.0,33.92,33.92,33.92,0.0,0.0
2018-05-13,33.87,33.87,33.87,0.0,0.0,33.87,33.87,33.87,0.0,0.0,33.72,33.72,33.72,0.0,0.0,33.72,33.72,33.72,0.0,0.0
2018-05-20,33.75,33.75,33.75,0.0,0.0,33.75,33.75,33.75,0.0,0.0,33.64,33.64,33.64,0.0,0.0,33.65,33.65,33.65,0.0,0.0
2018-05-27,33.74,33.74,33.74,0.0,0.0,33.74,33.74,33.74,0.0,0.0,33.74,33.74,33.74,0.0,0.0,33.74,33.74,33.74,0.0,0.0
2018-06-03,34.43,34.43,34.43,0.0,0.0,34.56,34.56,34.56,0.0,0.0,34.42,34.42,34.42,0.0,0.0,34.56,34.56,34.56,0.0,0.0
2018-06-10,34.19,34.19,34.19,0.0,0.0,34.19,34.19,34.19,0.0,0.0,34.16,34.16,34.16,0.0,0.0,34.16,34.16,34.16,0.0,0.0
2018-06-17,33.89,33.89,33.89,0.0,0.0,33.92,33.92,33.92,0.0,0.0,33.87,33.87,33.87,0.0,0.0,33.89,33.89,33.89,0.0,0.0
2018-06-24,33.53,33.53,33.53,0.0,0.0,33.53,33.53,33.53,0.0,0.0,33.52,33.52,33.52,0.0,0.0,33.52,33.52,33.52,0.0,0.0
2018-07-01,33.61,33.61,33.61,0.0,0.0,33.77,33.77,33.77,0.0,0.0,33.61,33.61,33.61,0.0,0.0,33.75,33.75,33.75,0.0,0.0
2018-07-08,34.23,34.23,34.23,0.0,0.0,34.25,34.25,34.25,0.0,0.0,34.17,34.17,34.17,0.0,0.0,34.19,34.19,34.19,0.0,0.0
2018-07-15,34.15,34.15,34.15,0.0,0.0,34.15,34.15,34.15,0.0,0.0,34.15,34.15,34.15,0.0,0.0,34.15,34.15,34.15,0.0,0.0
2018-07-22,34.36,34.36,34.36,0.0,0.0,34.7,34.7,34.7,0.0,0.0,34.36,34.36,34.36,0.0,0.0,34.7,34.7,34.7,0.0,0.0
2018-07-29,34.82,34.82,34.82,0.0,0.0,34.87,34.87,34.87,0.0,0.0,34.82,34.82,34.82,0.0,0.0,34.82,34.82,34.82,0.0,0.0
2018-08-05,34.83,34.83,34.83,0.0,0.0,34.83,34.83,34.83,0.0,0.0,34.74,34.74,34.74,0.0,0.0,34.75,34.75,34.75,0.0,0.0
2018-08-12,35.17,35.17,35.17,0.0,0.0,35.17,35.17,35.17,0.0,0.0,35.06,35.06,35.06,0.0,0.0,35.06,35.06,35.06,0.0,0.0
2018-08-19,35.45,35.45,35.45,0.0,0.0,35.56,35.56,35.56,0.0,0.0,35.42,35.42,35.42,0.0,0.0,35.56,35.56,35.56,0.0,0.0
2018-08-26,35.51,35.51,35.51,0.0,0.0,35.51,35.51,35.51,0.0,0.0,35.51,35.51,35.51,0.0,0.0,35.51,35.51,35.51,0.0,0.0
2018-09-02,35.58,35.58,35.58,0.0,0.0,35.58,35.58,35.58,0.0,0.0,35.5,35.5,35.5,0.0,0.0,35.5,35.5,35.5,0.0,0.0
2018-09-09,35.83,35.83,35.83,0.0,0.0,35.96,35.96,35.96,0.0,0.0,35.83,35.83,35.83,0.0,0.0,35.96,35.96,35.96,0.0,0.0
2018-09-16,36.74,36.74,36.74,0.0,0.0,36.76,36.76,36.76,0.0,0.0,36.67,36.67,36.67,0.0,0.0,36.68,36.68,36.68,0.0,0.0
2018-09-23,36.2,36.2,36.2,0.0,0.0,36.2,36.2,36.2,0.0,0.0,36.2,36.2,36.2,0.0,0.0,36.2,36.2,36.2,0.0,0.0
2018-09-30,36.41,36.41,36.41,0.0,0.0,36.41,36.41,36.41,0.0,0.0,36.31,36.31,36.31,0.0,0.0,36.31,36.31,36.31,0.0,0.0
2018-10-07,35.65,35.65,35.65,0.0,0.0,35.65,35.65,35.65,0.0,0.0,34.41,34.41,34.41,0.0,0.0,34.47,34.47,34.47,0.0,0.0
2018-10-14,35.46,35.46,35.46,0.0,0.0,35.46,35.46,35.46,0.0,0.0,35.16,35.16,35.16,0.0,0.0,35.16,35.16,35.16,0.0,0.0
2018-10-21,34.03,34.03,34.03,0.0,0.0,34.3,34.3,34.3,0.0,0.0,33.74,33.74,33.74,0.0,0.0,34.08,34.08,34.08,0.0,0.0
2018-10-28,35.25,35.25,35.25,0.0,0.0,35.25,35.25,35.25,0.0,0.0,34.73,34.73,34.73,0.0,0.0,34.73,34.73,34.73,0.0,0.0
2018-11-04,36.52,36.52,36.52,0.0,0.0,36.52,36.52,36.52,0.0,0.0,36.13,36.13,36.13,0.0,0.0,36.23,36.23,36.23,0.0,0.0
2018-11-11,35.53,35.53,35.53,0.0,0.0,36.06,36.06,36.06,0.0,0.0,35.53,35.53,35.53,0.0,0.0,35.94,35.94,35.94,0.0,0.0
2018-11-18,34.54,34.54,34.54,0.0,0.0,34.8,34.8,34.8,0.0,0.0,34.54,34.54,34.54,0.0,0.0,34.69,34.69,34.69,0.0,0.0
2018-11-25,36.0,36.0,36.0,0.0,0.0,36.34,36.34,36.34,0.0,0.0,35.98,35.98,35.98,0.0,0.0,36.32,36.32,36.32,0.0,0.0
2018-12-02,35.6,35.6,35.6,0.0,0.0,35.79,35.79,35.79,0.0,0.0,34.85,34.85,34.85,0.0,0.0,34.92,34.92,34.92,0.0,0.0
2018-12-09,35.1,35.1,35.1,0.0,0.0,35.1,35.1,35.1,0.0,0.0,34.57,34.57,34.57,0.0,0.0,34.59,34.59,34.59,0.0,0.0
2018-12-16,32.99,32.99,32.99,0.0,0.0,33.42,33.42,33.42,0.0,0.0,32.41,32.41,32.41,0.0,0.0,32.41,32.41,32.41,0.0,0.0
2018-12-23,33.46,33.46,33.46,0.0,0.0,33.46,33.46,33.46,0.0,0.0,32.75,32.75,32.75,0.0,0.0,32.77,32.77,32.77,0.0,0.0
2018-12-30,33.0,33.0,33.0,0.0,0.0,33.59,33.59,33.59,0.0,0.0,32.88,32.88,32.88,0.0,0.0,33.34,33.34,33.34,0.0,0.0
2019-01-06,34.09,34.09,34.09,0.0,0.0,34.12,34.12,34.12,0.0,0.0,33.75,33.75,33.75,0.0,0.0,34.12,34.12,34.12,0.0,0.0
2019-01-13,34.71,34.71,34.71,0.0,0.0,34.77,34.77,34.77,0.0,0.0,34.35,34.35,34.35,0.0,0.0,34.76,34.76,34.76,0.0,0.0
2019-01-20,34.82,34.82,34.82,0.0,0.0,34.82,34.82,34.82,0.0,0.0,34.47,34.47,34.47,0.0,0.0,34.53,34.53,34.53,0.0,0.0
2019-01-27,35.32,35.32,35.32,0.0,0.0,35.32,35.32,35.32,0.0,0.0,34.89,34.89,34.89,0.0,0.0,35.1,35.1,35.1,0.0,0.0
2019-02-03,34.99,34.99,34.99,0.0,0.0,35.01,35.01,35.01,0.0,0.0,34.75,34.75,34.75,0.0,0.0,35.01,35.01,35.01,0.0,0.0
2019-02-10,35.9,35.9,35.9,0.0,0.0,36.08,36.08,36.08,0.0,0.0,35.72,35.72,35.72,0.0,0.0,36.08,36.08,36.08,0.0,0.0
2019-02-17,36.19,36.19,36.19,0.0,0.0,36.35,36.35,36.35,0.0,0.0,36.19,36.19,36.19,0.0,0.0,36.31,36.31,36.31,0.0,0.0
2019-02-24,36.57,36.57,36.57,0.0,0.0,36.57,36.57,36.57,0.0,0.0,36.24,36.24,36.24,0.0,0.0,36.39,36.39,36.39,0.0,0.0
2019-03-03,35.41,35.41,35.41,0.0,0.0,35.62,35.62,35.62,0.0,0.0,35.38,35.38,35.38,0.0,0.0,35.54,35.54,35.54,0.0,0.0
2019-03-10,36.54,36.54,36.54,0.0,0.0,36.57,36.57,36.57,0.0,0.0,36.35,36.35,36.35,0.0,0.0,36.51,36.51,36.51,0.0,0.0
2019-03-17,36.35,36.35,36.35,0.0,0.0,36.35,36.35,36.35,0.0,0.0,35.89,35.89,35.89,0.0,0.0,36.0,36.0,36.0,0.0,0.0
2019-03-24,36.44,36.44,36.44,0.0,0.0,36.44,36.44,36.44,0.0,0.0,36.12,36.12,36.12,0.0,0.0,36.33,36.33,36.33,0.0,0.0
2019-03-31,36.79,36.79,36.79,0.0,0.0,36.84,36.84,36.84,0.0,0.0,36.78,36.78,36.78,0.0,0.0,36.79,36.79,36.79,0.0,0.0
2019-04-07,36.98,36.98,36.98,0.0,0.0,36.98,36.98,36.98,0.0,0.0,36.81,36.81,36.81,0.0,0.0,36.9,36.9,36.9,0.0,0.0
2019-04-14,37.03,37.03,37.03,0.0,0.0,37.06,37.06,37.06,0.0,0.0,36.86,36.86,36.86,0.0,0.0,37.02,37.02,37.02,0.0,0.0
2019-04-21,36.64,36.64,36.64,0.0,0.0,36.78,36.78,36.78,0.0,0.0,36.64,36.64,36.64,0.0,0.0,36.77,36.77,36.77,0.0,0.0
2019-04-28,36.78,36.78,36.78,0.0,0.0,36.94,36.94,36.94,0.0,0.0,36.71,36.71,36.71,0.0,0.0,36.91,36.91,36.91,0.0,0.0
2019-05-05,35.95,35.95,35.95,0.0,0.0,36.25,36.25,36.25,0.0,0.0,35.64,35.64,35.64,0.0,0.0,36.25,36.25,36.25,0.0,0.0
2019-05-12,36.12,36.12,36.12,0.0,0.0,36.41,36.41,36.41,0.0,0.0,36.07,36.07,36.07,0.0,0.0,36.2,36.2,36.2,0.0,0.0
2019-05-19,36.09,36.09,36.09,0.0,0.0,36.09,36.09,36.09,0.0,0.0,35.87,35.87,35.87,0.0,0.0,35.98,35.98,35.98,0.0,0.0
2019-05-26,34.89,34.89,34.89,0.0,0.0,35.04,35.04,35.04,0.0,0.0,34.81,34.81,34.81,0.0,0.0,34.81,34.81,34.81,0.0,0.0
2019-06-02,36.31,36.31,36.31,0.0,0.0,36.66,36.66,36.66,0.0,0.0,36.31,36.31,36.31,0.0,0.0,36.49,36.49,36.49,0.0,0.0
2019-06-09,36.67,36.67,36.67,0.0,0.0,36.82,36.82,36.82,0.0,0.0,36.67,36.67,36.67,0.0,0.0,36.79,36.79,36.79,0.0,0.0
2019-06-16,37.56,37.56,37.56,0.0,0.0,37.69,37.69,37.69,0.0,0.0,37.52,37.52,37.52,0.0,0.0,37.55,37.55,37.55,0.0,0.0
2019-06-23,37.29,37.29,37.29,0.0,0.0,37.29,37.29,37.29,0.0,0.0,36.96,36.96,36.96,0.0,0.0,36.97,36.97,36.97,0.0,0.0
2019-06-30,37.56,37.56,37.56,0.0,0.0,37.65,37.65,37.65,0.0,0.0,37.41,37.41,37.41,0.0,0.0,37.64,37.64,37.64,0.0,0.0
2019-07-07,37.88,37.88,37.88,0.0,0.0,37.95,37.95,37.95,0.0,0.0,37.78,37.78,37.78,0.0,0.0,37.95,37.95,37.95,0.0,0.0
2019-07-14,37.92,37.92,37.92,0.0,0.0,37.92,37.92,37.92,0.0,0.0,37.62,37.62,37.62,0.0,0.0,37.62,37.62,37.62,0.0,0.0
2019-07-21,38.05,38.05,38.05,0.0,0.0,38.05,38.05,38.05,0.0,0.0,37.86,37.86,37.86,0.0,0.0,38.0,38.0,38.0,0.0,0.0
2019-07-28,37.23,37.23,37.23,0.0,0.0,37.23,37.23,37.23,0.0,0.0,36.62,36.62,36.62,0.0,0.0,36.87,36.87,36.87,0.0,0.0
2019-08-04,36.6,36.6,36.6,0.0,0.0,36.67,36.67,36.67,0.0,0.0,36.25,36.25,36.25,0.0,0.0,36.54,36.54,36.54,0.0,0.0
2019-08-11,36.03,36.03,36.03,0.0,0.0,36.03,36.03,36.03,0.0,0.0,35.75,35.75,35.75,0.0,0.0,36.0,36.0,36.0,0.0,0.0
2019-08-18,36.21,36.21,36.21,0.0,0.0,36.37,36.37,36.37,0.0,0.0,35.36,35.36,35.36,0.0,0.0,35.53,35.53,35.53,0.0,0.0
2019-08-25,36.69,36.69,36.69,0.0,0.0,36.69,36.69,36.69,0.0,0.0,36.5,36.5,36.5,0.0,0.0,36.65,36.65,36.65,0.0,0.0
2019-09-01,37.41,37.41,37.41,0.0,0.0,37.41,37.41,37.41,0.0,0.0,37.23,37.23,37.23,0.0,0.0,37.37,37.37,37.37,0.0,0.0
2019-09-08,37.89,37.89,37.89,0.0,0.0,38.02,38.02,38.02,0.0,0.0,37.89,37.89,37.89,0.0,0.0,37.94,37.94,37.94,0.0,0.0
2019-09-15,37.89,37.89,37.89,0.0,0.0,37.92,37.92,37.92,0.0,0.0,37.65,37.65,37.65,0.0,0.0,37.68,37.68,37.68,0.0,0.0
2019-09-22,37.16,37.16,37.16,0.0,0.0,37.21,37.21,37.21,0.0,0.0,36.97,36.97,36.97,0.0,0.0,37.04,37.04,37.04,0.0,0.0
2019-09-29,36.44,36.44,36.44,0.0,0.0,36.55,36.55,36.55,0.0,0.0,36.18,36.18,36.18,0.0,0.0,36.55,36.55,36.55,0.0,0.0
2019-10-06,36.85,36.85,36.85,0.0,0.0,37.16,37.16,37.16,0.0,0.0,36.85,36.85,36.85,0.0,0.0,36.93,36.93,36.93,0.0,0.0
2019-10-13,37.33,37.33,37.33,0.0,0.0,37.33,37.33,37.33,0.0,0.0,36.95,36.95,36.95,0.0,0.0,36.99,36.99,36.99,0.0,0.0
2019-10-20,37.09,37.09,37.09,0.0,0.0,37.54,37.54,37.54,0.0,0.0,37.09,37.09,37.09,0.0,0.0,37.52,37.52,37.52,0.0,0.0
2019-10-27,37.86,37.86,37.86,0.0,0.0,38.08,38.08,38.08,0.0,0.0,37.85,37.85,37.85,0.0,0.0,38.05,38.05,38.05,0.0,0.0
2019-11-03,38.71,38.71,38.71,0.0,0.0,38.71,38.71,38.71,0.0,0.0,38.57,38.57,38.57,0.0,0.0,38.7,38.7,38.7,0.0,0.0
2019-11-10,38.6,38.6,38.6,0.0,0.0,38.78,38.78,38.78,0.0,0.0,38.6,38.6,38.6,0.0,0.0,38.75,38.75,38.75,0.0,0.0
2019-11-17,38.5,38.5,38.5,0.0,0.0,38.67,38.67,38.67,0.0,0.0,38.5,38.5,38.5,0.0,0.0,38.63,38.63,38.63,0.0,0.0
2019-11-24,38.95,38.95,38.95,0.0,0.0,38.95,38.95,38.95,0.0,0.0,38.8,38.8,38.8,0.0,0.0,38.8,38.8,38.8,0.0,0.0
2019-12-01,38.71,38.71,38.71,0.0,0.0,38.91,38.91,38.91,0.0,0.0,38.71,38.71,38.71,0.0,0.0,38.88,38.88,38.88,0.0,0.0
2019-12-08,39.39,39.39,39.39,0.0,0.0,39.39,39.39,39.39,0.0,0.0,38.93,38.93,38.93,0.0,0.0,39.05,39.05,39.05,0.0,0.0
2019-12-15,39.67,39.67,39.67,0.0,0.0,39.74,39.74,39.74,0.0,0.0,39.57,39.57,39.57,0.0,0.0,39.66,39.66,39.66,0.0,0.0
2019-12-22,39.67,39.67,39.67,0.0,0.0,39.82,39.82,39.82,0.0,0.0,39.59,39.59,39.59,0.0,0.0,39.63,39.63,39.63,0.0,0.0
2019-12-29,39.27,39.27,39.27,0.0,0.0,39.65,39.65,39.65,0.0,0.0,39.27,39.27,39.27,0.0,0.0,39.35,39.35,39.35,0.0,0.0
2020-01-05,39.46,39.46,39.46,0.0,0.0,39.5,39.5,39.5,0.0,0.0,39.21,39.21,39.21,0.0,0.0,39.21,39.21,39.21,0.0,0.0
2020-01-12,39.97,39.97,39.97,0.0,0.0,39.97,39.97,39.97,0.0,0.0,39.75,39.75,39.75,0.0,0.0,39.79,39.79,39.79,0.0,0.0
2020-01-19,39.55,39.55,39.55,0.0,0.0,39.6,39.6,39.6,0.0,0.0,39.06,39.06,39.06,0.0,0.0,39.19,39.19,39.19,0.0,0.0
2020-01-26,38.61,38.61,38.61,0.0,0.0,38.61,38.61,38.61,0.0,0.0,37.84,37.84,37.84,0.0,0.0,37.97,37.97,37.97,0.0,0.0
2020-02-02,39.24,39.24,39.24,0.0,0.0,39.24,39.24,39.24,0.0,0.0,39.0,39.0,39.0,0.0,0.0,39.02,39.02,39.02,0.0,0.0
2020-02-09,39.18,39.18,39.18,0.0,0.0,39.6,39.6,39.6,0.0,0.0,39.05,39.05,39.05,0.0,0.0,39.12,39.12,39.12,0.0,0.0
2020-02-16,38.68,38.68,38.68,0.0,0.0,38.68,38.68,38.68,0.0,0.0,38.5,38.5,38.5,0.0,0.0,38.58,38.58,38.58,0.0,0.0
2020-02-23,33.51,33.51,33.51,0.0,0.0,34.23,34.23,34.23,0.0,0.0,33.21,33.21,33.21,0.0,0.0,34.23,34.23,34.23,0.0,0.0
2020-03-01,33.81,33.81,33.81,0.0,0.0,34.55,34.55,34.55,0.0,0.0,33.69,33.69,33.69,0.0,0.0,34.49,34.49,34.49,0.0,0.0
2020-03-08,30.78,30.78,30.78,0.0,0.0,30.78,30.78,30.78,0.0,0.0,30.78,30.78,30.78,0.0,0.0,30.78,30.78,30.78,0.0,0.0
2020-03-15,26.91,26.91,26.91,0.0,0.0,26.91,26.91,26.91,0.0,0.0,26.91,26.91,26.91,0.0,0.0,26.91,26.91,26.91,0.0,0.0
2020-03-22,29.01,29.01,29.01,0.0,0.0,29.01,29.01,29.01,0.0,0.0,29.01,29.01,29.01,0.0,0.0,29.01,29.01,29.01,0.0,0.0
2020-03-29,29.32,29.32,29.32,0.0,0.0,29.36,29.36,29.36,0.0,0.0,28.84,28.84,28.84,0.0,0.0,29.15,29.15,29.15,0.0,0.0
2020-04-05,32.8,32.8,32.8,0.0,0.0,33.02,33.02,33.02,0.0,0.0,32.23,32.23,32.23,0.0,0.0,32.67,32.67,32.67,0.0,0.0
2020-04-12,32.36,32.36,32.36,0.0,0.0,32.97,32.97,32.97,0.0,0.0,32.27,32.27,32.27,0.0,0.0,32.97,32.97,32.97,0.0,0.0
2020-04-19,31.95,31.95,31.95,0.0,0.0,32.69,32.69,32.69,0.0,0.0,31.85,31.85,31.85,0.0,0.0,32.38,32.38,32.38,0.0,0.0
2020-04-26,32.2,32.2,32.2,0.0,0.0,32.2,32.2,32.2,0.0,0.0,32.2,32.2,32.2,0.0,0.0,32.2,32.2,32.2,0.0,0.0
2020-05-03,32.99,32.99,32.99,0.0,0.0,32.99,32.99,32.99,0.0,0.0,32.99,32.99,32.99,0.0,0.0,32.99,32.99,32.99,0.0,0.0
2020-05-10,31.53,31.53,31.53,0.0,0.0,31.95,31.95,31.95,0.0,0.0,31.53,31.53,31.53,0.0,0.0,31.95,31.95,31.95,0.0,0.0
2020-05-17,32.56,32.56,32.56,0.0,0.0,32.85,32.85,32.85,0.0,0.0,32.56,32.56,32.56,0.0,0.0,32.8,32.8,32.8,0.0,0.0
2020-05-24,34.16,34.16,34.16,0.0,0.0,34.37,34.37,34.37,0.0,0.0,33.68,33.68,33.68,0.0,0.0,34.3,34.3,34.3,0.0,0.0
2020-05-31,36.37,36.37,36.37,0.0,0.0,36.37,36.37,36.37,0.0,0.0,36.37,36.37,36.37,0.0,0.0,36.37,36.37,36.37,0.0,0.0
2020-06-07,34.39,34.39,34.39,0.0,0.0,34.52,34.52,34.52,0.0,0.0,33.5,33.5,33.5,0.0,0.0,34.1,34.1,34.1,0.0,0.0
2020-06-14,35.1,35.1,35.1,0.0,0.0,35.1,35.1,35.1,0.0,0.0,34.26,34.26,34.26,0.0,0.0,34.54,34.54,34.54,0.0,0.0
2020-06-21,33.35,33.35,33.35,0.0,0.0,33.35,33.35,33.35,0.0,0.0,32.59,32.59,32.59,0.0,0.0,32.78,32.78,32.78,0.0,0.0
2020-06-28,33.62,33.62,33.62,0.0,0.0,33.62,33.62,33.62,0.0,0.0,33.62,33.62,33.62,0.0,0.0,33.62,33.62,33.62,0.0,0.0
2020-07-05,33.71,33.71,33.71,0.0,0.0,33.72,33.72,33.72,0.0,0.0,33.53,33.53,33.53,0.0,0.0,33.53,33.53,33.53,0.0,0.0
